"","num","Differences","sequencename"
"1",1,643,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"3354",3354,17,"gi|393711775|gb|CY124198.1|A/Singapore/GP1297/2011_H3N2_|19_Jul_2011|2011|Singapore|AS"
"3355",3355,17,"gi|393712283|gb|CY124452.1|A/Singapore/TT630_/2011_H3N2_|29_Sep_2011|2011|Singapore|AS"
"3356",3356,17,"gi|393712067|gb|CY124344.1|A/Singapore/KK387/2011_H3N2_|09_Sep_2011|2011|Singapore|AS"
"3357",3357,16,"gi|393712055|gb|CY124338.1|A/Singapore/KK376/2011_H3N2_|06_Sep_2011|2011|Singapore|AS"
"3358",3358,16,"gi|393711807|gb|CY124214.1|A/Singapore/GP1437/2011_H3N2_|16_Aug_2011|2011|Singapore|AS"
"3359",3359,16,"gi|393711791|gb|CY124206.1|A/Singapore/GP1374/2011_H3N2_|02_Aug_2011|2011|Singapore|AS"
"3360",3360,16,"gi|393711783|gb|CY124202.1|A/Singapore/GP1344/2011_H3N2_|27_Jul_2011|2011|Singapore|AS"
"3361",3361,35,"gi|488467616|gb|KC892803.1|A/Nebraska/07/2012_H3N2_|06_Feb_2012|2012|USA|NA"
"3362",3362,35,"gi|488467138|gb|KC892595.1|A/Wisconsin/13/2012_H3N2_|05_May_2012|2012|USA|NA"
"3363",3363,35,"gi|488466508|gb|KC892327.1|A/West_Virginia/03/2012_H3N2_|05_Feb_2012|2012|USA|NA"
"3364",3364,34,"gi|488467058|gb|KC892562.1|A/Colorado/11/2012_H3N2_|07_Mar_2012|2012|USA|NA"
"3365",3365,34,"gi|488466921|gb|KC892502.1|A/Nebraska/08/2012_H3N2_|05_Mar_2012|2012|USA|NA"
"3366",3366,34,"gi|488466837|gb|KC892466.1|A/Colorado/09/2012_H3N2_|05_Feb_2012|2012|USA|NA"
"3367",3367,34,"gi|488466621|gb|KC892374.1|A/Iowa/06/2012_H3N2_|16_Feb_2012|2012|USA|NA"
"3368",3368,33,"gi|488466761|gb|KC892434.1|A/Iowa/11/2011_H3N2_|17_Nov_2011|2011|USA|NA"
"3369",3369,33,"gi|488468353|gb|KC893117.1|A/Minnesota/03/2012_H3N2_|30_Jan_2012|2012|USA|NA"
"3370",3370,33,"gi|488466461|gb|KC892307.1|A/Minnesota/04/2012_H3N2_|15_Feb_2012|2012|USA|NA"
"3371",3371,33,"gi|488468318|gb|KC893102.1|A/Minnesota/05/2012_H3N2_|08_Mar_2012|2012|USA|NA"
"3372",3372,32,"gi|485089866|gb|KC883194.1|A/Hawaii/02/2011_H3N2_|16_Jul_2011|2011|USA|NA"
"3373",3373,33,"gi|488466823|gb|KC892460.1|A/Hawaii/16/2011_H3N2_|19_Dec_2011|2011|USA|NA"
"3374",3374,34,"gi|488466958|gb|KC892518.1|A/North_Dakota/04/2012_H3N2_|06_Mar_2012|2012|USA|NA"
"3375",3375,17,"gi|510789177|gb|KF014478.1|A/Singapore/C2011.452/2011_H3N2_|14_Jun_2011|2011|Singapore|AS"
"3376",3376,16,"gi|510788841|gb|KF014403.1|A/Singapore/C2011.452/2011_H3N2_|14_Jun_2011|2011|Singapore|AS"
"3377",3377,17,"gi|510789187|gb|KF014483.1|A/Singapore/C2011.496/2011_H3N2_|30_Jun_2011|2011|Singapore|AS"
"3378",3378,16,"gi|510788851|gb|KF014408.1|A/Singapore/C2011.496/2011_H3N2_|30_Jun_2011|2011|Singapore|AS"
"3379",3379,33,"gi|488467474|gb|KC892742.1|A/New_Jersey/08/2011_H3N2_|06_Oct_2011|2011|USA|NA"
"3380",3380,33,"gi|485089813|gb|KC883171.1|A/Michigan/06/2011_H3N2_|18_Aug_2011|2011|USA|NA"
"3381",3381,32,"gi|488468005|gb|KC892967.1|A/Minnesota/20/2011_H3N2_|02_Nov_2011|2011|USA|NA"
"3382",3382,32,"gi|488467329|gb|KC892679.1|A/Alaska/21/2011_H3N2_|27_Nov_2011|2011|USA|NA"
"3383",3383,32,"gi|488466607|gb|KC892368.1|A/California/20/2012_H3N2_|01_Feb_2012|2012|USA|NA"
"3384",3384,32,"gi|485089803|gb|KC883167.1|A/Hawaii/04/2011_H3N2_|18_Aug_2011|2011|USA|NA"
"3385",3385,33,"gi|485089735|gb|KC883138.1|A/New_York/08/2011_H3N2_|01_Mar_2011|2011|USA|NA"
"3386",3386,15,"gi|566532842|gb|CY161074.1|A/Peru/PER100/2012_H3N2_|11_May_2012|2012|Peru|SA"
"3387",3387,12,"gi|353469173|gb|CY100124.1|A/Singapore/TT382/2010_H3N2_|22_Jun_2010|2010|Singapore|AS"
"3388",3388,13,"gi|510789221|gb|KF014500.1|A/Singapore/H2010.211/2010_H3N2_|18_Mar_2010|2010|Singapore|AS"
"3389",3389,13,"gi|510788889|gb|KF014427.1|A/Singapore/H2010.211/2010_H3N2_|18_Mar_2010|2010|Singapore|AS"
"3390",3390,30,"gi|451789196|gb|KC535424.1|A/California/14/2010_H3N2_|23_Feb_2010|2010|USA|NA"
"3391",3391,13,"gi|597717277|gb|KJ511843.1|A/Mumbai/3067/2009_H3N2_|07_Sep_2009|2009|India|AS"
"3392",3392,12,"gi|597717271|gb|KJ511840.1|A/Mumbai/3196/2009_H3N2_|13_Sep_2009|2009|India|AS"
"3393",3393,14,"gi|510789227|gb|KF014503.1|A/Singapore/H2010.389/2010_H3N2_|22_May_2010|2010|Singapore|AS"
"3394",3394,14,"gi|510788899|gb|KF014432.1|A/Singapore/H2010.389/2010_H3N2_|22_May_2010|2010|Singapore|AS"
"3395",3395,13,"gi|353469125|gb|CY100100.1|A/Singapore/GP3727/2010_H3N2_|03_Aug_2010|2010|Singapore|AS"
"3396",3396,13,"gi|353469109|gb|CY100092.1|A/Singapore/GP3268/2010_H3N2_|24_Jun_2010|2010|Singapore|AS"
"3397",3397,13,"gi|510788895|gb|KF014430.1|A/Singapore/H2010.370C/2010_H3N2_|15_May_2010|2010|Singapore|AS"
"3398",3398,13,"gi|401716246|gb|JX437862.1|A/Singapore/H2010.370C/2010_H3N2_|15_May_2010|2010|Singapore|AS"
"3399",3399,12,"gi|392357330|gb|CY121794.1|A/Brisbane/11/2010_H3N2_|2010|2010|Australia|OC"
"3400",3400,12,"gi|510788901|gb|KF014433.1|A/Singapore/H2010.471C/2010_H3N2_|21_Jun_2010|2010|Singapore|AS"
"3401",3401,12,"gi|401716248|gb|JX437863.1|A/Singapore/H2010.471C/2010_H3N2_|21_Jun_2010|2010|Singapore|AS"
"3402",3402,12,"gi|401715980|gb|JX437744.1|A/Singapore/C2010.362V/2010_H3N2_|12_May_2010|2010|Singapore|AS"
"3403",3403,12,"gi|401715976|gb|JX437742.1|A/Singapore/C2010.036V/2010_H3N2_|13_Jan_2010|2010|Singapore|AS"
"3404",3404,14,"gi|334181827|gb|CY090871.1|A/Sydney/DD2_01/2010_H3N2_|13_Sep_2010|2010|Australia|OC"
"3405",3405,30,"gi|451789346|gb|KC535488.1|A/Alaska/03/2010_H3N2_|06_Aug_2010|2010|USA|NA"
"3406",3406,28,"gi|451789308|gb|KC535472.1|A/Wyoming/03/2010_H3N2_|03_Aug_2010|2010|USA|NA"
"3407",3407,29,"gi|451789240|gb|KC535443.1|A/Hawaii/09/2010_H3N2_|15_Jun_2010|2010|USA|NA"
"3408",3408,29,"gi|451788897|gb|KC535296.1|A/California/16/2010_H3N2_|23_Jul_2010|2010|USA|NA"
"3409",3409,28,"gi|351590201|gb|JN790534.1|A/Hokkaido/10H079/2011_H3N2_|21_Feb_2011|2011|Japan|AS"
"3410",3410,29,"gi|451789108|gb|KC535386.1|A/Vermont/22/2009_H3N2_|30_Sep_2009|2009|USA|NA"
"3411",3411,11,"gi|353469105|gb|CY100090.1|A/Singapore/N1607/2009_H3N2_|09_Dec_2009|2009|Singapore|AS"
"3412",3412,9,"gi|566534960|gb|CY161082.1|A/Peru/PER101/2010_H3N2_|16_Oct_2010|2010|Peru|SA"
"3413",3413,11,"gi|401715978|gb|JX437743.1|A/Singapore/C2010.304V/2010_H3N2_|21_Apr_2010|2010|Singapore|AS"
"3414",3414,27,"gi|451789122|gb|KC535392.1|A/New_York/01/2010_H3N2_|2010|2010|USA|NA"
"3415",3415,26,"gi|451789320|gb|KC535477.1|A/Rhode_Island/01/2010_H3N2_|26_Jan_2010|2010|USA|NA"
"3416",3416,10,"gi|392357349|gb|CY121802.1|A/Rhode_Island/01/2010_H3N2_|2010|2010|USA|NA"
"3417",3417,26,"gi|451789143|gb|KC535401.1|A/Hawaii/31/2009_H3N2_|28_Sep_2009|2009|USA|NA"
"3418",3418,25,"gi|451789159|gb|KC535408.1|A/Wisconsin/56/2009_H3N2_|2009|2009|USA|NA"
"3419",3419,50,"gi|353469169|gb|CY100122.1|A/Singapore/TT381/2010_H3N2_|22_Jun_2010|2010|Singapore|AS"
"3420",3420,28,"gi|451789210|gb|KC535430.1|A/California/10/2010_H3N2_|07_May_2010|2010|USA|NA"
"3421",3421,46,"gi|353469113|gb|CY100094.1|A/Singapore/GP3269/2010_H3N2_|24_Jun_2010|2010|Singapore|AS"
"3422",3422,10,"gi|324021622|gb|CY084336.1|A/New_York/6630/2009_H3N2_|13_Nov_2009|2009|USA|NA"
"3423",3423,21,"gi|353469177|gb|CY100126.1|A/Singapore/TT383/2010_H3N2_|22_Jun_2010|2010|Singapore|AS"
"3424",3424,12,"gi|401716244|gb|JX437861.1|A/Singapore/H2010.321C/2010_H3N2_|27_Apr_2010|2010|Singapore|AS"
"3425",3425,12,"gi|401715982|gb|JX437745.1|A/Singapore/C2010.471aV/2010_H3N2_|21_Jun_2010|2010|Singapore|AS"
"3426",3426,11,"gi|510789223|gb|KF014501.1|A/Singapore/H2010.301/2010_H3N2_|20_Apr_2010|2010|Singapore|AS"
"3427",3427,11,"gi|510788893|gb|KF014429.1|A/Singapore/H2010.321C/2010_H3N2_|27_Apr_2010|2010|Singapore|AS"
"3428",3428,11,"gi|510788891|gb|KF014428.1|A/Singapore/H2010.301/2010_H3N2_|20_Apr_2010|2010|Singapore|AS"
"3429",3429,11,"gi|304373523|gb|CY072216.1|A/New_York/20343/2010_H3N2_|16_Jun_2010|2010|USA|NA"
"3430",3430,30,"gi|326260956|gb|JF327389.1|A/Denmark/23/2011_H3N2_|14_Jan_2011|2011|Denmark|EU"
"3431",3431,30,"gi|326260954|gb|JF327388.1|A/Denmark/22/2011_H3N2_|11_Jan_2011|2011|Denmark|EU"
"3432",3432,14,"gi|386436218|gb|CY116701.1|A/Boston/DOA16/2011_H3N2_|19_Jan_2011|2011|USA|NA"
"3433",3433,33,"gi|485089871|gb|KC883196.1|A/Rhode_Island/06/2011_H3N2_|07_Mar_2011|2011|USA|NA"
"3434",3434,31,"gi|451789168|gb|KC535412.1|A/Connecticut/04/2010_H3N2_|17_Mar_2010|2010|USA|NA"
"3435",3435,33,"gi|380039833|gb|JQ658928.1|A/Ontario/U10611/2010_H3N2_|09_Aug_2010|2010|Canada|NA"
"3436",3436,29,"gi|485090168|gb|KC883322.1|A/Vermont/01/2011_H3N2_|10_Jan_2011|2011|USA|NA"
"3437",3437,33,"gi|451789376|gb|KC535501.1|A/Iowa/06/2010_H3N2_|08_Jul_2010|2010|USA|NA"
"3438",3438,33,"gi|451789198|gb|KC535425.1|A/Iowa/07/2010_H3N2_|12_Jul_2010|2010|USA|NA"
"3439",3439,33,"gi|451789059|gb|KC535365.1|A/Iowa/07/2010_H3N2_|12_Jul_2010|2010|USA|NA"
"3440",3440,31,"gi|485088705|gb|KC882699.1|A/Montana/04/2010_H3N2_|24_Oct_2010|2010|USA|NA"
"3441",3441,31,"gi|451789367|gb|KC535497.1|A/Texas/05/2010_H3N2_|02_Aug_2010|2010|USA|NA"
"3442",3442,15,"gi|327388752|gb|CY088776.1|A/Managua/511.03/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3443",3443,14,"gi|327406864|gb|CY088973.1|A/Managua/3209.01/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3444",3444,15,"gi|303303814|gb|CY070961.1|A/Managua/2867.01/2010_H3N2_|10_Jun_2010|2010|Nicaragua|NA"
"3445",3445,14,"gi|327406997|gb|CY089029.1|A/Managua/4855.03/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3446",3446,14,"gi|340050399|gb|CY093449.1|A/San_Salvador/WRAIR3537T/2010_H3N2_|11_Aug_2010|2010|El_Salvador|NA"
"3447",3447,14,"gi|336390854|gb|CY092299.1|A/Managua/58_11/2011_H3N2_|25_Jan_2011|2011|Nicaragua|NA"
"3448",3448,14,"gi|327406902|gb|CY088989.1|A/Managua/3659.02/2010_H3N2_|09_Jun_2010|2010|Nicaragua|NA"
"3449",3449,14,"gi|327406151|gb|CY088877.1|A/Managua/5099.03/2010_H3N2_|28_May_2010|2010|Nicaragua|NA"
"3450",3450,14,"gi|327406754|gb|CY088965.1|A/Managua/5898.02/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3451",3451,14,"gi|307742621|gb|CY074925.1|A/Managua/4456.02/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3452",3452,14,"gi|307742564|gb|CY074901.1|A/Managua/4203.02/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3453",3453,14,"gi|307742298|gb|CY074789.1|A/Managua/90.01/2010_H3N2_|12_Jun_2010|2010|Nicaragua|NA"
"3454",3454,14,"gi|307742127|gb|CY074717.1|A/Managua/5871.02/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3455",3455,14,"gi|306849295|gb|CY073871.1|A/Managua/1422.03/2010_H3N2_|04_Jun_2010|2010|Nicaragua|NA"
"3456",3456,14,"gi|303303795|gb|CY070953.1|A/Managua/1181.03/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3457",3457,14,"gi|327406883|gb|CY088981.1|A/Managua/3408.02/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3458",3458,14,"gi|307742165|gb|CY074733.1|A/Managua/194.01/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3459",3459,15,"gi|336390835|gb|CY092291.1|A/Managua/38_11/2011_H3N2_|28_Jan_2011|2011|Nicaragua|NA"
"3460",3460,14,"gi|327406940|gb|CY089005.1|A/Managua/4076.04/2010_H3N2_|10_Jun_2010|2010|Nicaragua|NA"
"3461",3461,14,"gi|303303738|gb|CY070929.1|A/Managua/5806.01/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3462",3462,13,"gi|307742412|gb|CY074837.1|A/Managua/410.02/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3463",3463,13,"gi|307742431|gb|CY074845.1|A/Managua/1166.03/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3464",3464,13,"gi|307742450|gb|CY074853.1|A/Managua/5543.01/2010_H3N2_|04_Jun_2010|2010|Nicaragua|NA"
"3465",3465,13,"gi|307742469|gb|CY074861.1|A/Managua/506.02/2010_H3N2_|05_Jun_2010|2010|Nicaragua|NA"
"3466",3466,13,"gi|307742488|gb|CY074869.1|A/Managua/4134.04/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3467",3467,13,"gi|307742507|gb|CY074877.1|A/Managua/3527.02/2010_H3N2_|05_Jun_2010|2010|Nicaragua|NA"
"3468",3468,13,"gi|307742526|gb|CY074885.1|A/Managua/5863.02/2010_H3N2_|05_Jun_2010|2010|Nicaragua|NA"
"3469",3469,13,"gi|307742545|gb|CY074893.1|A/Managua/3570.04/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3470",3470,13,"gi|307742583|gb|CY074909.1|A/Managua/5259.02/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3471",3471,13,"gi|307742602|gb|CY074917.1|A/Managua/2614.02/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3472",3472,13,"gi|307742640|gb|CY074933.1|A/Managua/305_10/2010_H3N2_|19_Mar_2010|2010|Nicaragua|NA"
"3473",3473,13,"gi|327388790|gb|CY088792.1|A/Managua/5427.01/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3474",3474,13,"gi|327398097|gb|CY088853.1|A/Managua/2654.01/2010_H3N2_|21_May_2010|2010|Nicaragua|NA"
"3475",3475,13,"gi|327406051|gb|CY088861.1|A/Managua/5271.04/2010_H3N2_|28_May_2010|2010|Nicaragua|NA"
"3476",3476,13,"gi|327406132|gb|CY088869.1|A/Managua/3704.06/2010_H3N2_|28_May_2010|2010|Nicaragua|NA"
"3477",3477,13,"gi|327406249|gb|CY088885.1|A/Managua/4355.03/2010_H3N2_|30_May_2010|2010|Nicaragua|NA"
"3478",3478,13,"gi|327406268|gb|CY088893.1|A/Managua/1260.02/2010_H3N2_|01_Jun_2010|2010|Nicaragua|NA"
"3479",3479,13,"gi|327406368|gb|CY088901.1|A/Managua/1155.01/2010_H3N2_|01_Jun_2010|2010|Nicaragua|NA"
"3480",3480,13,"gi|327406387|gb|CY088909.1|A/Managua/3039.01/2010_H3N2_|01_Jun_2010|2010|Nicaragua|NA"
"3481",3481,13,"gi|327406406|gb|CY088917.1|A/Managua/2145.01/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3482",3482,13,"gi|327406425|gb|CY088925.1|A/Managua/5801.02/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3483",3483,13,"gi|327406463|gb|CY088941.1|A/Managua/38.01/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3484",3484,13,"gi|327406655|gb|CY088949.1|A/Managua/5444.02/2010_H3N2_|01_Jun_2010|2010|Nicaragua|NA"
"3485",3485,13,"gi|327406675|gb|CY088957.1|A/Managua/3622.02/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3486",3486,13,"gi|327406921|gb|CY088997.1|A/Managua/1685.01/2010_H3N2_|10_Jun_2010|2010|Nicaragua|NA"
"3487",3487,13,"gi|327406959|gb|CY089013.1|A/Managua/4604.04/2010_H3N2_|11_Jun_2010|2010|Nicaragua|NA"
"3488",3488,13,"gi|327406978|gb|CY089021.1|A/Managua/5870.02/2010_H3N2_|11_Jun_2010|2010|Nicaragua|NA"
"3489",3489,13,"gi|339836873|gb|CY093119.1|A/Managua/5744.03/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3490",3490,13,"gi|344217557|gb|CY098067.1|A/Managua/5828.02/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3491",3491,13,"gi|344217576|gb|CY098075.1|A/Managua/3587.02/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3492",3492,13,"gi|344217595|gb|CY098083.1|A/Managua/1645.03/2010_H3N2_|09_Jun_2010|2010|Nicaragua|NA"
"3493",3493,13,"gi|327406444|gb|CY088933.1|A/Managua/4747.04/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3494",3494,13,"gi|327398020|gb|CY088845.1|A/Managua/3345.02/2010_H3N2_|17_May_2010|2010|Nicaragua|NA"
"3495",3495,14,"gi|327388771|gb|CY088784.1|A/Managua/5664.02/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3496",3496,26,"gi|357973785|gb|CY103793.1|A/Managua/615.02/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3497",3497,29,"gi|485090037|gb|KC883266.1|A/Texas/06/2010_H3N2_|13_Aug_2010|2010|USA|NA"
"3498",3498,29,"gi|485088661|gb|KC882680.1|A/Georgia/17/2010_H3N2_|22_Oct_2010|2010|USA|NA"
"3499",3499,13,"gi|307742393|gb|CY074829.1|A/Managua/3433.02/2010_H3N2_|04_Jun_2010|2010|Nicaragua|NA"
"3500",3500,13,"gi|307742374|gb|CY074821.1|A/Managua/4218.02/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3501",3501,13,"gi|307742355|gb|CY074813.1|A/Managua/5674.05/2010_H3N2_|05_Jun_2010|2010|Nicaragua|NA"
"3502",3502,13,"gi|307742336|gb|CY074805.1|A/Managua/3715.02/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3503",3503,13,"gi|307742317|gb|CY074797.1|A/Managua/1784.03/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3504",3504,13,"gi|307742279|gb|CY074781.1|A/Managua/1535.03/2010_H3N2_|08_Jun_2010|2010|Nicaragua|NA"
"3505",3505,13,"gi|307742260|gb|CY074773.1|A/Managua/3244.02/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3506",3506,13,"gi|307742241|gb|CY074765.1|A/Managua/1856.03/2010_H3N2_|09_Jun_2010|2010|Nicaragua|NA"
"3507",3507,13,"gi|307742222|gb|CY074757.1|A/Managua/80.1/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3508",3508,13,"gi|307742203|gb|CY074749.1|A/Managua/1167.03/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3509",3509,13,"gi|307742184|gb|CY074741.1|A/Managua/2912.04/2010_H3N2_|13_Jun_2010|2010|Nicaragua|NA"
"3510",3510,13,"gi|307742146|gb|CY074725.1|A/Managua/905.02/2010_H3N2_|02_Jun_2010|2010|Nicaragua|NA"
"3511",3511,13,"gi|307742108|gb|CY074709.1|A/Managua/4009.02/2010_H3N2_|14_Jun_2010|2010|Nicaragua|NA"
"3512",3512,13,"gi|307742089|gb|CY074701.1|A/Managua/3192.01/2010_H3N2_|05_Jun_2010|2010|Nicaragua|NA"
"3513",3513,13,"gi|307742070|gb|CY074693.1|A/Managua/4763.03/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3514",3514,13,"gi|307742051|gb|CY074685.1|A/Managua/5906.01/2010_H3N2_|04_Jun_2010|2010|Nicaragua|NA"
"3515",3515,13,"gi|307742032|gb|CY074677.1|A/Managua/395.02/2010_H3N2_|03_Jun_2010|2010|Nicaragua|NA"
"3516",3516,13,"gi|303303776|gb|CY070945.1|A/Managua/1807.03/2010_H3N2_|07_Jun_2010|2010|Nicaragua|NA"
"3517",3517,13,"gi|303303757|gb|CY070937.1|A/Managua/4131.04/2010_H3N2_|06_Jun_2010|2010|Nicaragua|NA"
"3518",3518,35,"gi|351590195|gb|JN790531.1|A/Hokkaido/10H029/2011_H3N2_|11_Jan_2011|2011|Japan|AS"
"3519",3519,35,"gi|351590181|gb|JN790523.1|A/Hokkaido/10H014/2010_H3N2_|21_Dec_2010|2010|Japan|AS"
"3520",3520,34,"gi|351590217|gb|JN790542.1|A/Hyogo/10K311/2011_H3N2_|14_Feb_2011|2011|Japan|AS"
"3521",3521,35,"gi|485089053|gb|KC882848.1|A/Vermont/02/2010_H3N2_|21_Dec_2010|2010|USA|NA"
"3522",3522,19,"gi|594122576|gb|CY167630.1|A/Tennessee/F2057c54A/2011_H3N2_|07_Mar_2011|2011|USA|NA"
"3523",3523,19,"gi|594122556|gb|CY167622.1|A/Tennessee/F2054A/2011_H3N2_|25_Feb_2011|2011|USA|NA"
"3524",3524,34,"gi|485089167|gb|KC882897.1|A/Kansas/10/2010_H3N2_|26_Dec_2010|2010|USA|NA"
"3525",3525,30,"gi|469933978|gb|KC709819.1|A/Riyadh/01/2010_H3N2_|01_Oct_2010|2010|Saudi_Arabia|AS"
"3526",3526,20,"gi|597717263|gb|KJ511836.1|A/Mumbai/5420/2010_H3N2_|27_Aug_2010|2010|India|AS"
"3527",3527,20,"gi|597717257|gb|KJ511833.1|A/Mumbai/5460/2010_H3N2_|02_Sep_2010|2010|India|AS"
"3528",3528,21,"gi|597717261|gb|KJ511835.1|A/Mumbai/5256/2010_H3N2_|10_Aug_2010|2010|India|AS"
"3529",3529,23,"gi|597717259|gb|KJ511834.1|A/Mumbai/5257/2010_H3N2_|10_Aug_2010|2010|India|AS"
"3530",3530,35,"gi|485089797|gb|KC883164.1|A/Vermont/11/2011_H3N2_|12_Apr_2011|2011|USA|NA"
"3531",3531,34,"gi|485089672|gb|KC883111.1|A/Vermont/14/2011_H3N2_|06_Mar_2011|2011|USA|NA"
"3532",3532,37,"gi|485089276|gb|KC882943.1|A/Vermont/09/2011_H3N2_|07_Feb_2011|2011|USA|NA"
"3533",3533,34,"gi|485089297|gb|KC882952.1|A/Minnesota/04/2011_H3N2_|19_Jan_2011|2011|USA|NA"
"3534",3534,35,"gi|485090413|gb|KC883426.1|A/Maryland/10/2011_H3N2_|27_Mar_2011|2011|USA|NA"
"3535",3535,18,"gi|380709027|gb|CY111216.1|A/Boston/DOA13/2011_H3N2_|19_Jan_2011|2011|USA|NA"
"3536",3536,18,"gi|353469141|gb|CY100108.1|A/Singapore/GP4180/2010_H3N2_|28_Sep_2010|2010|Singapore|AS"
"3537",3537,34,"gi|485088358|gb|KC882552.1|A/New_Jersey/02/2010_H3N2_|28_Dec_2010|2010|USA|NA"
"3538",3538,34,"gi|485089269|gb|KC882940.1|A/New_Hampshire/05/2011_H3N2_|31_Jan_2011|2011|USA|NA"
"3539",3539,33,"gi|485089775|gb|KC883155.1|A/New_York/06/2011_H3N2_|13_Apr_2011|2011|USA|NA"
"3540",3540,33,"gi|485088597|gb|KC882653.1|A/New_York/06/2010_H3N2_|02_Aug_2010|2010|USA|NA"
"3541",3541,34,"gi|485088956|gb|KC882807.1|A/Wisconsin/31/2010_H3N2_|28_Dec_2010|2010|USA|NA"
"3542",3542,34,"gi|485089653|gb|KC883103.1|A/Delaware/09/2011_H3N2_|06_Mar_2011|2011|USA|NA"
"3543",3543,34,"gi|485088990|gb|KC882821.1|A/South_Dakota/02/2011_H3N2_|06_Jan_2011|2011|USA|NA"
"3544",3544,17,"gi|386683603|gb|CY117583.1|A/Boston/DOA42/2011_H3N2_|14_Feb_2011|2011|USA|NA"
"3545",3545,17,"gi|380709307|gb|CY111312.1|A/Boston/DOA51/2011_H3N2_|18_Feb_2011|2011|USA|NA"
"3546",3546,18,"gi|386436237|gb|CY116709.1|A/Boston/DOA24/2011_H3N2_|01_Feb_2011|2011|USA|NA"
"3547",3547,17,"gi|380709647|gb|CY111456.1|A/Boston/DOA85/2011_H3N2_|23_Mar_2011|2011|USA|NA"
"3548",3548,17,"gi|380708952|gb|CY111184.1|A/Boston/DOA09/2011_H3N2_|13_Jan_2011|2011|USA|NA"
"3549",3549,33,"gi|485088260|gb|KC882510.1|A/Pennsylvania/41/2010_H3N2_|12_Dec_2010|2010|USA|NA"
"3550",3550,33,"gi|380039893|gb|JQ658958.1|A/Ontario/C835943/2010_H3N2_|28_Dec_2010|2010|Canada|NA"
"3551",3551,34,"gi|485090126|gb|KC883304.1|A/Tennessee/03/2010_H3N2_|27_Dec_2010|2010|USA|NA"
"3552",3552,34,"gi|485089749|gb|KC883144.1|A/Delaware/10/2011_H3N2_|11_Apr_2011|2011|USA|NA"
"3553",3553,32,"gi|485089285|gb|KC882947.1|A/Vermont/08/2011_H3N2_|07_Feb_2011|2011|USA|NA"
"3554",3554,32,"gi|485089087|gb|KC882863.1|A/Delaware/10/2010_H3N2_|20_Dec_2010|2010|USA|NA"
"3555",3555,34,"gi|485088858|gb|KC882765.1|A/Nevada/04/2010_H3N2_|05_Nov_2010|2010|USA|NA"
"3556",3556,34,"gi|485088519|gb|KC882620.1|A/Massachusetts/05/2011_H3N2_|09_Jan_2011|2011|USA|NA"
"3557",3557,33,"gi|485088293|gb|KC882524.1|A/Maryland/09/2011_H3N2_|07_Feb_2011|2011|USA|NA"
"3558",3558,32,"gi|485088284|gb|KC882520.1|A/New_Jersey/04/2011_H3N2_|03_Feb_2011|2011|USA|NA"
"3559",3559,33,"gi|485088244|gb|KC882503.1|A/Rhode_Island/05/2011_H3N2_|03_Mar_2011|2011|USA|NA"
