"","num","Differences","sequencename"
"1",1,637,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"8030",8030,17,"gi|582047698|gb|KJ147489.1|A/Lima/070674913/2013_H1N1_|Jul_2013|2013|Peru|SA"
"8031",8031,8,"gi|543869872|gb|KF560008.1|A/Helsinki/753/2013_H1N1_|19_Feb_2013|2013|Finland|EU"
"8032",8032,14,"gi|530311433|gb|KF451908.1|A/Kenya/262/2013_H1N1_|17_Jan_2013|2013|Kenya|AF"
"8033",8033,11,"gi|378924266|gb|CY110780.1|A/Kyoto/10K104_2/2011_H1N1_|24_Jan_2011|2011|Japan|AS"
"8034",8034,10,"gi|413965705|gb|JX978279.1|A/Kyoto/10K090/2011_H1N1_|20_Jan_2011|2011|Japan|AS"
"8035",8035,8,"gi|485086477|gb|KC881759.1|A/Kansas/02/2011_H1N1_|19_Jan_2011|2011|USA|NA"
"8036",8036,8,"gi|485086919|gb|KC881948.1|A/Kansas/02/2011_H1N1_|19_Jan_2011|2011|USA|NA"
"8037",8037,12,"gi|523794003|gb|KF280729.1|A/India/VD122268/2012_H1N1_|07_Mar_2012|2012|India|AS"
"8038",8038,12,"gi|488464096|gb|KC891371.1|A/Utah/01/2012_H1N1_|17_Jan_2012|2012|USA|NA"
"8039",8039,12,"gi|488463578|gb|KC891148.1|A/Kentucky/08/2012_H1N1_|29_Mar_2012|2012|USA|NA"
"8040",8040,8,"gi|378924262|gb|CY110778.1|A/Kyoto/10K070/2011_H1N1_|12_Jan_2011|2011|Japan|AS"
"8041",8041,8,"gi|413965707|gb|JX978280.1|A/Kyoto/10K109/2011_H1N1_|24_Jan_2011|2011|Japan|AS"
"8042",8042,15,"gi|530311435|gb|KF451909.1|A/Kenya/263/2013_H1N1_|28_Jan_2013|2013|Kenya|AF"
"8043",8043,15,"gi|574456510|gb|KJ136256.1|A/Wisconsin/13/2013_H1N1_|05_Sep_2013|2013|USA|NA"
"8044",8044,15,"gi|541907462|gb|KF647948.1|A/Florida/17/2013_H1N1_|07_May_2013|2013|USA|NA"
"8045",8045,15,"gi|541907991|gb|KF648137.1|A/Utah/01/2013_H1N1_|20_Jan_2013|2013|USA|NA"
"8046",8046,15,"gi|541907468|gb|KF647950.1|A/Massachusetts/10/2013_H1N1_|30_Jun_2013|2013|USA|NA"
"8047",8047,16,"gi|543870157|gb|KF559888.1|A/Helsinki/629/2013_H1N1_|13_Feb_2013|2013|Finland|EU"
"8048",8048,13,"gi|530311429|gb|KF451906.1|A/Kenya/260/2013_H1N1_|30_Jan_2013|2013|Kenya|AF"
"8049",8049,10,"gi|393713077|gb|CY124803.1|A/Singapore/TT198/2011_H1N1_|11_Apr_2011|2011|Singapore|AS"
"8050",8050,10,"gi|351590123|gb|JN790424.1|A/Nagasaki/10N103/2011_H1N1_|10_Feb_2011|2011|Japan|AS"
"8051",8051,9,"gi|347800380|dbj|AB649930.1|A/Toyama/22/2011_H1N1_|07_Jan_2011|2011|Japan|AS"
"8052",8052,13,"gi|543870290|gb|KF559832.1|A/Helsinki/598/2013_H1N1_|12_Feb_2013|2013|Finland|EU"
"8053",8053,13,"gi|543871069|gb|KF559504.1|A/Helsinki/329/2013_H1N1_|29_Jan_2013|2013|Finland|EU"
"8054",8054,14,"gi|541908105|gb|KF648186.1|A/California/20/2013_H1N1_|08_Mar_2013|2013|USA|NA"
"8055",8055,14,"gi|541907903|gb|KF648099.1|A/New_York/01/2013_H1N1_|07_Jan_2013|2013|USA|NA"
"8056",8056,14,"gi|541907578|gb|KF647983.1|A/Louisiana/03/2013_H1N1_|19_Feb_2013|2013|USA|NA"
"8057",8057,16,"gi|541908100|gb|KF648184.1|A/Kentucky/23/2012_H1N1_|25_Dec_2012|2012|USA|NA"
"8058",8058,33,"gi|335883164|gb|CY091719.1|A/Singapore/TT164/2011_H1N1_|03_Mar_2011|2011|Singapore|AS"
"8059",8059,9,"gi|485087790|gb|KC882313.1|A/Wisconsin/35/2011_H1N1_|25_Feb_2011|2011|USA|NA"
"8060",8060,11,"gi|541908165|gb|KF648211.1|A/Virginia/13/2012_H1N1_|21_Aug_2012|2012|USA|NA"
"8061",8061,10,"gi|333123532|gb|JF929825.1|A/Guangdong/048/2011_H1N1_|01_Mar_2011|2011|China|AS"
"8062",8062,9,"gi|351590095|gb|JN790410.1|A/Hyogo/10K302/2011_H1N1_|12_Feb_2011|2011|Japan|AS"
"8063",8063,9,"gi|351590091|gb|JN790408.1|A/Hyogo/10K283/2011_H1N1_|04_Feb_2011|2011|Japan|AS"
"8064",8064,14,"gi|541907533|gb|KF647970.1|A/Texas/10/2013_H1N1_|03_Mar_2013|2013|USA|NA"
"8065",8065,10,"gi|453041999|gb|CY135173.1|A/Guangdong/1513/2012_H1N1_|19_Dec_2012|2012|China|AS"
"8066",8066,14,"gi|602700964|gb|KJ561732.1|A/Czech_Republic/190/2013_H1N1_|07_Jan_2013|2013|Czech_Republic|EU"
"8067",8067,11,"gi|543871278|gb|KF559416.1|A/Helsinki/147/2013_H1N1_|16_Jan_2013|2013|Finland|EU"
"8068",8068,15,"gi|541908229|gb|KF648239.1|A/Tennessee/09/2012_H1N1_|31_Oct_2012|2012|USA|NA"
"8069",8069,12,"gi|541908110|gb|KF648188.1|A/Tennessee/03/2013_H1N1_|26_Mar_2013|2013|USA|NA"
"8070",8070,14,"gi|541908061|gb|KF648167.1|A/Indiana/22/2013_H1N1_|13_Aug_2013|2013|USA|NA"
"8071",8071,14,"gi|530311441|gb|KF451912.1|A/Kenya/266/2013_H1N1_|06_Mar_2013|2013|Kenya|AF"
"8072",8072,14,"gi|479285525|gb|KC842133.1|A/Shiraz/11/2013_H1N1_|08_Jan_2013|2013|Iran|AS"
"8073",8073,14,"gi|543870271|gb|KF559840.1|A/Helsinki/604/2013_H1N1_|12_Feb_2013|2013|Finland|EU"
"8074",8074,14,"gi|594249083|gb|CY170097.1|A/Boston/YGA_01220/2013_H1N1_|26_Apr_2013|2013|USA|NA"
"8075",8075,14,"gi|541908176|gb|KF648216.1|A/Kentucky/06/2013_H1N1_|07_Jun_2013|2013|USA|NA"
"8076",8076,13,"gi|541908196|gb|KF648225.1|A/Utah/06/2013_H1N1_|12_May_2013|2013|USA|NA"
"8077",8077,9,"gi|371449764|gb|JQ247214.1|A/Philippines/TMC11_37/2011_H1N1_|21_Jul_2011|2011|Philippines|AS"
"8078",8078,9,"gi|409676395|gb|JX905421.1|A/Hawaii/05/2011_H1N1_|07_Sep_2011|2011|USA|NA"
"8079",8079,8,"gi|488464152|gb|KC891396.1|A/Hawaii/05/2011_H1N1_|07_Sep_2011|2011|USA|NA"
"8080",8080,13,"gi|632812008|gb|CY183331.1|A/Houston/JMM_148/2013_H1N1_|15_Jan_2013|2013|USA|NA"
"8081",8081,14,"gi|541907539|gb|KF647972.1|A/Minnesota/02/2013_H1N1_|01_Mar_2013|2013|USA|NA"
"8082",8082,8,"gi|485086762|gb|KC881880.1|A/New_Hampshire/03/2011_H1N1_|11_Feb_2011|2011|USA|NA"
"8083",8083,8,"gi|341612369|gb|JN381469.1|A/Taiwan/90236/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8084",8084,9,"gi|347800386|dbj|AB649933.1|A/Toyama/70/2011_H1N1_|22_Jan_2011|2011|Japan|AS"
"8085",8085,9,"gi|345846638|gb|JN631045.1|A/Shanghai/3242T/2011_H1N1_|11_Feb_2011|2011|China|AS"
"8086",8086,8,"gi|345846636|gb|JN631044.1|A/Shanghai/3162T/2011_H1N1_|14_Jan_2011|2011|China|AS"
"8087",8087,8,"gi|351590073|gb|JN790399.1|A/Hokkaido/10H041/2011_H1N1_|31_Jan_2011|2011|Japan|AS"
"8088",8088,8,"gi|393712435|gb|CY124524.1|A/Singapore/GP20/2011_H1N1_|05_Jan_2011|2011|Singapore|AS"
"8089",8089,13,"gi|632807842|gb|CY182931.1|A/Houston/JMM_93/2012_H1N1_|28_Dec_2012|2012|USA|NA"
"8090",8090,13,"gi|541908303|gb|KF648270.1|A/Utah/04/2013_H1N1_|03_Feb_2013|2013|USA|NA"
"8091",8091,14,"gi|541908156|gb|KF648207.1|A/New_Mexico/10/2013_H1N1_|10_Apr_2013|2013|USA|NA"
"8092",8092,13,"gi|541907968|gb|KF648127.1|A/New_Jersey/07/2012_H1N1_|20_Nov_2012|2012|USA|NA"
"8093",8093,14,"gi|541907695|gb|KF648017.1|A/Florida/20/2013_H1N1_|07_Jul_2013|2013|USA|NA"
"8094",8094,13,"gi|541907556|gb|KF647977.1|A/California/17/2013_H1N1_|12_Jan_2013|2013|USA|NA"
"8095",8095,13,"gi|541907324|gb|KF647904.1|A/New_York/07/2013_H1N1_|08_May_2013|2013|USA|NA"
"8096",8096,13,"gi|479285629|gb|KC842186.1|A/Tehran/35070/2013_H1N1_|02_Jan_2013|2013|Iran|AS"
"8097",8097,14,"gi|479285619|gb|KC842181.1|A/Tehran/7359/2012_H1N1_|17_Dec_2012|2012|Iran|AS"
"8098",8098,14,"gi|541907609|gb|KF647992.1|A/Wisconsin/11/2013_H1N1_|23_Jun_2013|2013|USA|NA"
"8099",8099,14,"gi|541908090|gb|KF648179.1|A/Texas/07/2013_H1N1_|05_Jan_2013|2013|USA|NA"
"8100",8100,14,"gi|452835421|gb|CY135118.1|A/Texas/JMM_53/2012_H1N1_|06_Dec_2012|2012|USA|NA"
"8101",8101,14,"gi|452835402|gb|CY135110.1|A/Texas/JMM_52/2012_H1N1_|06_Dec_2012|2012|USA|NA"
"8102",8102,17,"gi|352951175|gb|CY100003.1|A/Rio_Grande_do_Sul/525/2011_H1N1_|10_Jun_2011|2011|Brazil|SA"
"8103",8103,13,"gi|393713003|gb|CY124770.1|A/Singapore/TT138/2011_H1N1_|15_Feb_2011|2011|Singapore|AS"
"8104",8104,14,"gi|632812225|gb|CY186101.1|A/Houston/JMM_159/2013_H1N1_|08_Feb_2013|2013|USA|NA"
"8105",8105,13,"gi|543870423|gb|KF559776.1|A/Helsinki/543/2013_H1N1_|10_Feb_2013|2013|Finland|EU"
"8106",8106,13,"gi|543871297|gb|KF559408.1|A/Helsinki/141/2013_H1N1_|17_Jan_2013|2013|Finland|EU"
"8107",8107,13,"gi|543870328|gb|KF559816.1|A/Helsinki/594/2013_H1N1_|11_Feb_2013|2013|Finland|EU"
"8108",8108,9,"gi|543870100|gb|KF559912.1|A/Helsinki/664/2013_H1N1_|14_Feb_2013|2013|Finland|EU"
"8109",8109,8,"gi|396581692|gb|CY120951.1|A/Guangdong/67/2011_H1N1_|22_Feb_2011|2011|China|AS"
"8110",8110,13,"gi|530311439|gb|KF451911.1|A/Kenya/265/2013_H1N1_|08_Jan_2013|2013|Kenya|AF"
"8111",8111,13,"gi|530311427|gb|KF451905.1|A/Kenya/259/2013_H1N1_|14_Jan_2013|2013|Kenya|AF"
"8112",8112,8,"gi|333123529|gb|JF929824.1|A/Guangdong/040/2011_H1N1_|03_Mar_2011|2011|China|AS"
"8113",8113,7,"gi|333123527|gb|JF929823.1|A/Guangdong/036/2011_H1N1_|19_Feb_2011|2011|China|AS"
"8114",8114,7,"gi|333123519|gb|JF929819.1|A/Guangdong/026/2011_H1N1_|21_Feb_2011|2011|China|AS"
"8115",8115,7,"gi|351590109|gb|JN790417.1|A/Kyoto/10K250/2011_H1N1_|04_Feb_2011|2011|Japan|AS"
"8116",8116,7,"gi|351590153|gb|JN790439.1|A/Osaka/10K363/2011_H1N1_|16_Feb_2011|2011|Japan|AS"
"8117",8117,7,"gi|351590087|gb|JN790406.1|A/Hyogo/10K061/2011_H1N1_|25_Jan_2011|2011|Japan|AS"
"8118",8118,7,"gi|351590119|gb|JN790422.1|A/Nagasaki/10N073/2011_H1N1_|09_Feb_2011|2011|Japan|AS"
"8119",8119,7,"gi|351590117|gb|JN790421.1|A/Nagasaki/10N010/2011_H1N1_|11_Jan_2011|2011|Japan|AS"
"8120",8120,7,"gi|351590115|gb|JN790420.1|A/Nagasaki/10N005/2011_H1N1_|04_Jan_2011|2011|Japan|AS"
"8121",8121,7,"gi|351590143|gb|JN790434.1|A/Osaka/10K332/2011_H1N1_|31_Jan_2011|2011|Japan|AS"
"8122",8122,7,"gi|351590081|gb|JN790403.1|A/Hyogo/10K037/2011_H1N1_|17_Jan_2011|2011|Japan|AS"
"8123",8123,7,"gi|351590071|gb|JN790398.1|A/Hokkaido/10H031/2011_H1N1_|17_Jan_2011|2011|Japan|AS"
"8124",8124,7,"gi|351590067|gb|JN790396.1|A/Gunma/10G013/2011_H1N1_|25_Jan_2011|2011|Japan|AS"
"8125",8125,7,"gi|347800362|dbj|AB649921.1|A/Toyama/55/2011_H1N1_|20_Jan_2011|2011|Japan|AS"
"8126",8126,7,"gi|347800360|dbj|AB649920.1|A/Toyama/43/2011_H1N1_|24_Jan_2011|2011|Japan|AS"
"8127",8127,7,"gi|347800354|dbj|AB649917.1|A/Toyama/13/2011_H1N1_|14_Jan_2011|2011|Japan|AS"
"8128",8128,6,"gi|341612367|gb|JN381468.1|A/Taiwan/65395/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8129",8129,6,"gi|351590127|gb|JN790426.1|A/Niigata/10F025/2011_H1N1_|18_Jan_2011|2011|Japan|AS"
"8130",8130,6,"gi|351590107|gb|JN790416.1|A/Kyoto/10K243/2011_H1N1_|02_Feb_2011|2011|Japan|AS"
"8131",8131,6,"gi|351590103|gb|JN790414.1|A/Kyoto/10K025/2011_H1N1_|18_Jan_2011|2011|Japan|AS"
"8132",8132,6,"gi|351590099|gb|JN790412.1|A/Kyoto/10K002/2011_H1N1_|12_Jan_2011|2011|Japan|AS"
"8133",8133,6,"gi|351590083|gb|JN790404.1|A/Hyogo/10K045/2011_H1N1_|20_Jan_2011|2011|Japan|AS"
"8134",8134,6,"gi|351590079|gb|JN790402.1|A/Hyogo/10K029/2011_H1N1_|13_Jan_2011|2011|Japan|AS"
"8135",8135,6,"gi|351590065|gb|JN790395.1|A/Gunma/10G004/2011_H1N1_|21_Jan_2011|2011|Japan|AS"
"8136",8136,6,"gi|347800370|dbj|AB649925.1|A/Toyama/128/2011_H1N1_|19_Feb_2011|2011|Japan|AS"
"8137",8137,6,"gi|347800366|dbj|AB649923.1|A/Toyama/97/2011_H1N1_|01_Feb_2011|2011|Japan|AS"
"8138",8138,6,"gi|347800352|dbj|AB649916.1|A/Toyama/4/2011_H1N1_|06_Jan_2011|2011|Japan|AS"
"8139",8139,8,"gi|596533362|gb|CY176772.1|A/Kowloon/INS3_689/2011_H1N1_|28_Jan_2011|2011|China|AS"
"8140",8140,7,"gi|485086428|gb|KC881736.1|A/Texas/04/2011_H1N1_|23_Jan_2011|2011|USA|NA"
"8141",8141,8,"gi|344995050|gb|CY098108.1|A/Bangkok/INS484/2010_H1N1_|16_Aug_2010|2010|Thailand|AS"
"8142",8142,7,"gi|343132520|gb|CY096484.1|A/Bangkok/INS510/2010_H1N1_|31_Aug_2010|2010|Thailand|AS"
"8143",8143,84,"gi|320340132|gb|HQ912714.1|A/Hangzhou/1/2011_H1N1_|04_Jan_2011|2011|China|AS"
"8144",8144,7,"gi|341612357|gb|JN381463.1|A/Taiwan/90184/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8145",8145,7,"gi|341612385|gb|JN381477.1|A/Taiwan/65525/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8146",8146,7,"gi|341612365|gb|JN381467.1|A/Taiwan/90208/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8147",8147,7,"gi|351590125|gb|JN790425.1|A/Niigata/10F012/2011_H1N1_|17_Jan_2011|2011|Japan|AS"
"8148",8148,7,"gi|351590121|gb|JN790423.1|A/Nagasaki/10N088/2011_H1N1_|19_Feb_2011|2011|Japan|AS"
"8149",8149,7,"gi|351590537|gb|JN716362.1|A/Suzhou/J41/2011_H1N1_|11_Jan_2011|2011|China|AS"
"8150",8150,7,"gi|345846632|gb|JN631042.1|A/Shanghai/3171T/2011_H1N1_|18_Jan_2011|2011|China|AS"
"8151",8151,7,"gi|596533609|gb|CY176780.1|A/Kowloon/INS3_691/2011_H1N1_|26_Jan_2011|2011|China|AS"
"8152",8152,7,"gi|596526903|gb|CY176460.1|A/Kowloon/INS3_639/2011_H1N1_|07_Feb_2011|2011|China|AS"
"8153",8153,7,"gi|596526598|gb|CY176391.1|A/Kowloon/INS3_637/2011_H1N1_|09_Feb_2011|2011|China|AS"
"8154",8154,7,"gi|596533773|gb|CY176788.1|A/Kowloon/INS3_692/2011_H1N1_|07_Mar_2011|2011|China|AS"
"8155",8155,7,"gi|432786844|gb|CY129567.1|A/Kowloon/INS625/2011_H1N1_|27_Jan_2011|2011|China|AS"
"8156",8156,7,"gi|393712973|gb|CY124758.1|A/Singapore/TT108/2011_H1N1_|01_Feb_2011|2011|Singapore|AS"
"8157",8157,7,"gi|393712873|gb|CY124714.1|A/Singapore/KK157/2011_H1N1_|28_Mar_2011|2011|Singapore|AS"
"8158",8158,7,"gi|393712485|gb|CY124546.1|A/Singapore/GP414/2011_H1N1_|01_Feb_2011|2011|Singapore|AS"
"8159",8159,6,"gi|328496422|gb|CY089465.1|A/Thailand/CU_H2911/2011_H1N1_|20_Jan_2011|2011|Thailand|AS"
"8160",8160,6,"gi|341612383|gb|JN381476.1|A/Taiwan/611/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8161",8161,6,"gi|341612375|gb|JN381472.1|A/Taiwan/90242/2011_H1N1_|Feb_2011|2011|Taiwan|AS"
"8162",8162,6,"gi|339517073|gb|JN187203.1|A/Taiwan/5506/2011_H1N1_|17_Jan_2011|2011|Taiwan|AS"
"8163",8163,6,"gi|338826604|gb|CY092858.1|A/Sydney/DD3_58/2011_H1N1_|10_Jan_2011|2011|Australia|OC"
"8164",8164,6,"gi|335999797|gb|JN006500.1|A/Hangzhou/A30/2011_H1N1_|18_Jan_2011|2011|China|AS"
"8165",8165,6,"gi|335999793|gb|JN006498.1|A/Hangzhou/A2/2011_H1N1_|04_Jan_2011|2011|China|AS"
"8166",8166,6,"gi|345846630|gb|JN631041.1|A/Shanghai/3184T/2011_H1N1_|18_Jan_2011|2011|China|AS"
"8167",8167,6,"gi|596533933|gb|CY176796.1|A/Kowloon/INS3_693/2011_H1N1_|16_Feb_2011|2011|China|AS"
"8168",8168,6,"gi|596533186|gb|CY176764.1|A/Kowloon/INS3_688/2011_H1N1_|08_Feb_2011|2011|China|AS"
"8169",8169,6,"gi|432998025|gb|CY129992.1|A/Kowloon/INS629/2011_H1N1_|24_Feb_2011|2011|China|AS"
"8170",8170,6,"gi|432791123|gb|CY129575.1|A/Kowloon/INS628/2011_H1N1_|03_Mar_2011|2011|China|AS"
"8171",8171,6,"gi|335883160|gb|CY091717.1|A/Singapore/TT160/2011_H1N1_|25_Feb_2011|2011|Singapore|AS"
"8172",8172,8,"gi|543869511|gb|KF560160.1|A/Helsinki/911/2013_H1N1_|27_Feb_2013|2013|Finland|EU"
"8173",8173,9,"gi|543869321|gb|KF560240.1|A/Helsinki/1009/2013_H1N1_|04_Mar_2013|2013|Finland|EU"
"8174",8174,9,"gi|543871202|gb|KF559448.1|A/Helsinki/207/2013_H1N1_|22_Jan_2013|2013|Finland|EU"
"8175",8175,9,"gi|543869758|gb|KF560056.1|A/Helsinki/804/2013_H1N1_|21_Feb_2013|2013|Finland|EU"
"8176",8176,8,"gi|543869910|gb|KF559992.1|A/Helsinki/737/2013_H1N1_|18_Feb_2013|2013|Finland|EU"
"8177",8177,8,"gi|543869454|gb|KF560184.1|A/Helsinki/942/2012_H1N1_|03_Mar_2012|2012|Finland|EU"
"8178",8178,8,"gi|543869226|gb|KF560280.1|A/Helsinki/1199/2012_H1N1_|16_Mar_2012|2012|Finland|EU"
"8179",8179,9,"gi|543870252|gb|KF559848.1|A/Helsinki/606/2013_H1N1_|11_Feb_2013|2013|Finland|EU"
"8180",8180,9,"gi|543869796|gb|KF560040.1|A/Helsinki/767/2013_H1N1_|19_Feb_2013|2013|Finland|EU"
"8181",8181,10,"gi|543871240|gb|KF559432.1|A/Helsinki/155/2013_H1N1_|18_Jan_2013|2013|Finland|EU"
"8182",8182,10,"gi|543870499|gb|KF559744.1|A/Helsinki/524/2013_H1N1_|08_Feb_2013|2013|Finland|EU"
"8183",8183,10,"gi|543870461|gb|KF559760.1|A/Helsinki/527/2013_H1N1_|08_Feb_2013|2013|Finland|EU"
"8184",8184,10,"gi|543870442|gb|KF559768.1|A/Helsinki/528/2013_H1N1_|07_Feb_2013|2013|Finland|EU"
"8185",8185,10,"gi|543870233|gb|KF559856.1|A/Helsinki/612/2013_H1N1_|12_Feb_2013|2013|Finland|EU"
"8186",8186,10,"gi|543869986|gb|KF559960.1|A/Helsinki/694/2013_H1N1_|14_Feb_2013|2013|Finland|EU"
"8187",8187,10,"gi|543871259|gb|KF559424.1|A/Helsinki/153/2013_H1N1_|19_Jan_2013|2013|Finland|EU"
"8188",8188,10,"gi|543870936|gb|KF559560.1|A/Helsinki/405/2013_H1N1_|04_Feb_2013|2013|Finland|EU"
"8189",8189,10,"gi|543870898|gb|KF559576.1|A/Helsinki/417/2013_H1N1_|04_Feb_2013|2013|Finland|EU"
"8190",8190,10,"gi|543870575|gb|KF559712.1|A/Helsinki/501/2013_H1N1_|07_Feb_2013|2013|Finland|EU"
"8191",8191,10,"gi|543870537|gb|KF559728.1|A/Helsinki/518/2013_H1N1_|08_Feb_2013|2013|Finland|EU"
"8192",8192,10,"gi|543869720|gb|KF560072.1|A/Helsinki/809/2013_H1N1_|20_Feb_2013|2013|Finland|EU"
"8193",8193,10,"gi|543869625|gb|KF560112.1|A/Helsinki/848/2013_H1N1_|24_Feb_2013|2013|Finland|EU"
"8194",8194,9,"gi|543871221|gb|KF559440.1|A/Helsinki/205/2013_H1N1_|21_Feb_2013|2013|Finland|EU"
"8195",8195,9,"gi|543870917|gb|KF559568.1|A/Helsinki/416/2013_H1N1_|04_Feb_2013|2013|Finland|EU"
"8196",8196,9,"gi|543870879|gb|KF559584.1|A/Helsinki/420/2013_H1N1_|04_Feb_2013|2013|Finland|EU"
"8197",8197,9,"gi|543870784|gb|KF559624.1|A/Helsinki/434/2013_H1N1_|06_Feb_2013|2013|Finland|EU"
"8198",8198,9,"gi|543870765|gb|KF559632.1|A/Helsinki/435/2013_H1N1_|05_Feb_2013|2013|Finland|EU"
"8199",8199,9,"gi|543870708|gb|KF559656.1|A/Helsinki/477/2013_H1N1_|08_Feb_2013|2013|Finland|EU"
"8200",8200,9,"gi|543869739|gb|KF560064.1|A/Helsinki/806/2013_H1N1_|19_Feb_2013|2013|Finland|EU"
"8201",8201,9,"gi|543869606|gb|KF560120.1|A/Helsinki/859/2013_H1N1_|22_Feb_2013|2013|Finland|EU"
"8202",8202,9,"gi|543869568|gb|KF560136.1|A/Helsinki/875/2013_H1N1_|22_Feb_2013|2013|Finland|EU"
"8203",8203,9,"gi|543869473|gb|KF560176.1|A/Helsinki/922/2012_H1N1_|01_Mar_2012|2012|Finland|EU"
"8204",8204,7,"gi|488463808|gb|KC891247.1|A/New_Mexico/05/2012_H1N1_|06_Mar_2012|2012|USA|NA"
"8205",8205,9,"gi|488463368|gb|KC891058.1|A/Oregon/02/2012_H1N1_|24_Jan_2012|2012|USA|NA"
"8206",8206,8,"gi|488463712|gb|KC891206.1|A/Colorado/18/2011_H1N1_|26_Nov_2011|2011|USA|NA"
"8207",8207,8,"gi|488463382|gb|KC891064.1|A/Maryland/10/2012_H1N1_|14_Feb_2012|2012|USA|NA"
"8208",8208,8,"gi|488463311|gb|KC891033.1|A/West_Virginia/02/2012_H1N1_|31_Jan_2012|2012|USA|NA"
"8209",8209,13,"gi|543869397|gb|KF560208.1|A/Helsinki/977/2013_H1N1_|01_Mar_2013|2013|Finland|EU"
"8210",8210,13,"gi|632812443|gb|CY186189.1|A/Houston/JMM_171/2013_H1N1_|27_Jan_2013|2013|USA|NA"
"8211",8211,13,"gi|632812304|gb|CY186133.1|A/Houston/JMM_163/2013_H1N1_|30_Jan_2013|2013|USA|NA"
"8212",8212,13,"gi|632807280|gb|CY182715.1|A/Houston/JMM_64/2012_H1N1_|12_Dec_2012|2012|USA|NA"
"8213",8213,13,"gi|541907813|gb|KF648060.1|A/Pennsylvania/30/2012_H1N1_|04_Dec_2012|2012|USA|NA"
"8214",8214,12,"gi|541907371|gb|KF647921.1|A/Maryland/37/2012_H1N1_|08_Nov_2012|2012|USA|NA"
"8215",8215,13,"gi|541907517|gb|KF647965.1|A/Florida/07/2013_H1N1_|26_Feb_2013|2013|USA|NA"
"8216",8216,12,"gi|541907619|gb|KF647995.1|A/New_Hampshire/20/2012_H1N1_|24_Nov_2012|2012|USA|NA"
"8217",8217,13,"gi|485085849|gb|KC881309.1|A/Marburg/1/2013_H1N1_|25_Feb_2013|2013|Germany|EU"
"8218",8218,13,"gi|543870670|gb|KF559672.1|A/Helsinki/480/2013_H1N1_|07_Feb_2013|2013|Finland|EU"
"8219",8219,12,"gi|543870480|gb|KF559752.1|A/Helsinki/526/2013_H1N1_|08_Feb_2013|2013|Finland|EU"
"8220",8220,13,"gi|541908298|gb|KF648268.1|A/New_Mexico/02/2013_H1N1_|06_Jan_2013|2013|USA|NA"
"8221",8221,12,"gi|541908180|gb|KF648218.1|A/New_Mexico/02/2013_H1N1_|06_Jan_2013|2013|USA|NA"
"8222",8222,13,"gi|541908114|gb|KF648190.1|A/California/19/2013_H1N1_|09_Mar_2013|2013|USA|NA"
"8223",8223,12,"gi|541907318|gb|KF647902.1|A/Iowa/03/2013_H1N1_|11_May_2013|2013|USA|NA"
"8224",8224,13,"gi|557848567|gb|KF746691.1|A/Moscow_oblast/CRIE_57/2013_H1N1_|06_Mar_2013|2013|Russia|AS"
"8225",8225,12,"gi|557848613|gb|KF746712.1|A/Kazan/CRIE_04/2013_H1N1_|09_Jan_2013|2013|Russia|AS"
"8226",8226,12,"gi|557848535|gb|KF746676.1|A/Kazan/CRIE_02/2013_H1N1_|05_Jan_2013|2013|Russia|AS"
"8227",8227,12,"gi|557848516|gb|KF746668.1|A/Kazan/CRIE_01/2012_H1N1_|29_Dec_2012|2012|Russia|AS"
"8228",8228,13,"gi|543870214|gb|KF559864.1|A/Helsinki/613/2013_H1N1_|11_Feb_2013|2013|Finland|EU"
"8229",8229,13,"gi|543870195|gb|KF559872.1|A/Helsinki/627/2013_H1N1_|12_Feb_2013|2013|Finland|EU"
"8230",8230,12,"gi|543869815|gb|KF560032.1|A/Helsinki/759/2013_H1N1_|18_Feb_2013|2013|Finland|EU"
"8231",8231,12,"gi|543869701|gb|KF560080.1|A/Helsinki/819/2013_H1N1_|21_Feb_2013|2013|Finland|EU"
"8232",8232,12,"gi|543869416|gb|KF560200.1|A/Helsinki/962/2013_H1N1_|28_Feb_2013|2013|Finland|EU"
"8233",8233,12,"gi|541908041|gb|KF648158.1|A/Utah/05/2013_H1N1_|14_Apr_2013|2013|USA|NA"
"8234",8234,14,"gi|543869663|gb|KF560096.1|A/Helsinki/828/2013_H1N1_|21_Feb_2013|2013|Finland|EU"
"8235",8235,13,"gi|543869492|gb|KF560168.1|A/Helsinki/912/2013_H1N1_|26_Feb_2013|2013|Finland|EU"
"8236",8236,12,"gi|543870119|gb|KF559904.1|A/Helsinki/655/2013_H1N1_|13_Feb_2013|2013|Finland|EU"
"8237",8237,14,"gi|543870366|gb|KF559800.1|A/Helsinki/568/2013_H1N1_|10_Feb_2013|2013|Finland|EU"
"8238",8238,14,"gi|543869264|gb|KF560264.1|A/Helsinki/1017/2013_H1N1_|04_Mar_2013|2013|Finland|EU"
"8239",8239,14,"gi|543869359|gb|KF560224.1|A/Helsinki/994/2013_H1N1_|02_Mar_2013|2013|Finland|EU"
