"","num","Differences","sequencename"
"536",536,172,"gi|187610006|gb|EU660404.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"537",537,172,"gi|169144039|gb|EU482627.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"538",538,181,"gi|239840389|gb|GQ199866.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"539",539,172,"gi|239840393|gb|GQ199868.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"540",540,171,"gi|180165608|gb|EU621672.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"541",541,187,"gi|170665961|gb|EU569696.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"542",542,171,"gi|170665957|gb|EU569694.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"543",543,171,"gi|169144027|gb|EU482621.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"544",544,178,"gi|170665953|gb|EU569692.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"545",545,174,"gi|180165195|gb|EU596498.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"546",546,175,"gi|170665969|gb|EU569700.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"547",547,174,"gi|187610010|gb|EU660406.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"548",548,212,"gi|221070271|gb|FJ547090.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"549",549,188,"gi|180165231|gb|EU596499.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"550",550,171,"gi|170665955|gb|EU569693.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"551",551,170,"gi|187610008|gb|EU660405.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"552",552,168,"gi|180165144|gb|EU596496.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"553",553,206,"gi|228551497|gb|FJ882594.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"554",554,164,"gi|228542660|gb|FJ906956.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"555",555,410,"gi|316983486|gb|HQ705624.1|Dengue_virus_2|2009|2009|Nicaragua|NA"
"556",556,188,"gi|209976833|gb|FJ410291.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"557",557,188,"gi|170665967|gb|EU569699.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"558",558,400,"gi|316983416|gb|HQ541788.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"559",559,187,"gi|259496318|gb|GQ868646.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"560",560,183,"gi|209976575|gb|FJ390390.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"561",561,168,"gi|169144309|gb|EU482762.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"562",562,161,"gi|169144055|gb|EU482635.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"563",563,170,"gi|228542843|gb|FJ906962.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"564",564,381,"gi|388548545|gb|JX079694.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"565",565,376,"gi|316983426|gb|HQ541793.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"566",566,165,"gi|169144289|gb|EU482752.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"567",567,187,"gi|225691019|gb|FJ850067.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"568",568,185,"gi|169144063|gb|EU482639.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"569",569,730,"gi|325420351|gb|HQ541805.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"570",570,192,"gi|228542814|gb|FJ906961.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"571",571,171,"gi|225691001|gb|FJ850053.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"572",572,173,"gi|224383657|gb|FJ744741.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"573",573,178,"gi|169144175|gb|EU482695.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"574",574,167,"gi|169144307|gb|EU482761.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"575",575,166,"gi|169144147|gb|EU482681.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"576",576,165,"gi|169143989|gb|EU482602.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"577",577,165,"gi|169143983|gb|EU482599.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"578",578,166,"gi|169144047|gb|EU482631.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"579",579,170,"gi|225691003|gb|FJ850054.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"580",580,170,"gi|169143981|gb|EU482598.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"581",581,167,"gi|169144145|gb|EU482680.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"582",582,164,"gi|169144303|gb|EU482759.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"583",583,169,"gi|169144327|gb|EU482771.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"584",584,170,"gi|169144311|gb|EU482763.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"585",585,169,"gi|169144295|gb|EU482755.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"586",586,171,"gi|169143673|gb|EU482444.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"587",587,162,"gi|228541337|gb|FJ898436.1|Dengue_virus_2|2004|2004|Nicaragua|NA"
"588",588,170,"gi|239840405|gb|GQ199874.1|Dengue_virus_2|2004|2004|Nicaragua|NA"
"589",589,170,"gi|209976511|gb|FJ226066.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"590",590,179,"gi|169144293|gb|EU482754.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"591",591,180,"gi|169144043|gb|EU482629.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"592",592,177,"gi|169144161|gb|EU482688.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"593",593,168,"gi|169144285|gb|EU482750.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"594",594,172,"gi|169144323|gb|EU482769.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"595",595,384,"gi|316983428|gb|HQ541794.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"596",596,174,"gi|169144291|gb|EU482753.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"597",597,169,"gi|300675522|gb|HM631868.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"598",598,169,"gi|169144297|gb|EU482756.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"599",599,169,"gi|169144305|gb|EU482760.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"600",600,173,"gi|169143979|gb|EU482597.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"601",601,173,"gi|169144283|gb|EU482749.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"602",602,172,"gi|228541306|gb|FJ898435.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"603",603,173,"gi|180164514|gb|EU596484.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"604",604,172,"gi|169144301|gb|EU482758.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"605",605,173,"gi|169144059|gb|EU482637.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"606",606,172,"gi|169144057|gb|EU482636.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"607",607,173,"gi|169144051|gb|EU482633.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"608",608,172,"gi|169144049|gb|EU482632.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"609",609,172,"gi|169143985|gb|EU482600.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"610",610,175,"gi|169144325|gb|EU482770.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"611",611,175,"gi|573974207|gb|KF955362.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"612",612,174,"gi|225690977|gb|FJ850115.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"613",613,153,"gi|228542162|gb|FJ898461.1|Dengue_virus_2|2002|2002|Belize|NA"
"614",614,182,"gi|300675518|gb|HM631866.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"615",615,189,"gi|169144171|gb|EU482693.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"616",616,193,"gi|169144177|gb|EU482696.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"617",617,171,"gi|169144163|gb|EU482689.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"618",618,172,"gi|169144053|gb|EU482634.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"619",619,173,"gi|169144299|gb|EU482757.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"620",620,164,"gi|169144281|gb|EU482748.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"621",621,177,"gi|169143991|gb|EU482603.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"622",622,309,"gi|285013167|gb|GU369819.1|Dengue_virus_2|22_Aug_2002|2002|Mexico|NA"
"623",623,157,"gi|228541401|gb|FJ898438.1|Dengue_virus_2|2002|2002|Mexico|NA"
"624",624,335,"gi|356960985|gb|JN819422.1|Dengue_virus_2|2008|2008|Mexico|NA"
"625",625,145,"gi|225690987|gb|FJ850120.1|Dengue_virus_2|2001|2001|Nicaragua|NA"
"626",626,140,"gi|228535519|gb|FJ873808.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"627",627,137,"gi|225691005|gb|FJ850060.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"628",628,165,"gi|239840459|gb|GQ199894.1|Dengue_virus_2|2005|2005|Mexico|NA"
"629",629,136,"gi|239840457|gb|GQ199893.1|Dengue_virus_2|2002|2002|Mexico|NA"
"630",630,129,"gi|228543234|gb|FJ898478.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"631",631,153,"gi|224383667|gb|FJ744704.1|Dengue_virus_2|2001|2001|Nicaragua|NA"
"632",632,131,"gi|224383665|gb|FJ744745.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"633",633,148,"gi|224383663|gb|FJ744744.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"634",634,127,"gi|225690983|gb|FJ850118.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"635",635,134,"gi|225691017|gb|FJ850066.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"636",636,133,"gi|225691011|gb|FJ850063.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"637",637,132,"gi|225691009|gb|FJ850062.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"638",638,141,"gi|224383669|gb|FJ744705.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"639",639,148,"gi|239840439|gb|GQ199897.1|Dengue_virus_2|2002|2002|Nicaragua|NA"
"640",640,141,"gi|356960973|gb|JN819416.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"641",641,129,"gi|239840441|gb|GQ199898.1|Dengue_virus_2|2001|2001|Nicaragua|NA"
"642",642,125,"gi|225690985|gb|FJ850119.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"643",643,123,"gi|239840435|gb|GQ199895.1|Dengue_virus_2|1999|1999|Nicaragua|NA"
"644",644,129,"gi|225691015|gb|FJ850065.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"645",645,129,"gi|225690981|gb|FJ850117.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"646",646,131,"gi|225690989|gb|FJ850121.1|Dengue_virus_2|2001|2001|Nicaragua|NA"
"647",647,154,"gi|225691007|gb|FJ850061.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"648",648,128,"gi|228543205|gb|FJ898477.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"649",649,126,"gi|225691013|gb|FJ850064.1|Dengue_virus_2|2000|2000|Nicaragua|NA"
"650",650,313,"gi|356960977|gb|JN819418.1|Dengue_virus_2|1988|1988|Viet_Nam|AS"
"651",651,118,"gi|300828811|gb|GQ398284.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"652",652,102,"gi|169635124|gb|EU529701.1|Dengue_virus_2|1991|1991|USA|NA"
"653",653,88,"gi|169143945|gb|EU482580.1|Dengue_virus_2|1989|1989|USA|NA"
"654",654,88,"gi|259496236|gb|GQ868603.1|Dengue_virus_2|1987|1987|Virgin_Islands|NA"
"655",655,112,"gi|169143929|gb|EU482572.1|Dengue_virus_2|1987|1987|USA|NA"
"656",656,217,"gi|573974209|gb|KF955363.1|Dengue_virus_2|1986|1986|Puerto_Rico|NA"
"657",657,68,"gi|169143925|gb|EU482570.1|Dengue_virus_2|1987|1987|USA|NA"
"658",658,135,"gi|300828825|gb|GQ398291.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"659",659,129,"gi|300828823|gb|GQ398290.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"660",660,127,"gi|169143963|gb|EU482589.1|Dengue_virus_2|1993|1993|USA|NA"
"661",661,141,"gi|300828813|gb|GQ398285.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"662",662,121,"gi|300828815|gb|GQ398286.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"663",663,130,"gi|300828819|gb|GQ398288.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"664",664,120,"gi|300828821|gb|GQ398289.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"665",665,123,"gi|300828817|gb|GQ398287.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"666",666,119,"gi|169144265|gb|EU482740.1|Dengue_virus_2|1994|1994|USA|NA"
"667",667,128,"gi|187609996|gb|EU660399.1|Dengue_virus_2|1995|1995|USA|NA"
"668",668,130,"gi|300828871|gb|GQ398314.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"669",669,127,"gi|300828869|gb|GQ398313.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"670",670,131,"gi|300828859|gb|GQ398308.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"671",671,131,"gi|300828863|gb|GQ398310.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"672",672,131,"gi|300828861|gb|GQ398309.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"673",673,131,"gi|170665983|gb|EU569707.1|Dengue_virus_2|1995|1995|USA|NA"
"674",674,134,"gi|300828837|gb|GQ398297.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"675",675,121,"gi|300828867|gb|GQ398312.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"676",676,122,"gi|300828865|gb|GQ398311.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"677",677,125,"gi|300828853|gb|GQ398305.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"678",678,122,"gi|300828851|gb|GQ398304.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"679",679,123,"gi|300828857|gb|GQ398307.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"680",680,123,"gi|300828855|gb|GQ398306.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"681",681,135,"gi|300828829|gb|GQ398293.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"682",682,124,"gi|169635110|gb|EU529694.1|Dengue_virus_2|1994|1994|USA|NA"
"683",683,127,"gi|300828827|gb|GQ398292.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"684",684,137,"gi|300828835|gb|GQ398296.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"685",685,127,"gi|300828833|gb|GQ398295.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"686",686,129,"gi|300828831|gb|GQ398294.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"687",687,104,"gi|169143973|gb|EU482594.1|Dengue_virus_2|1992|1992|USA|NA"
"688",688,135,"gi|169143907|gb|EU482561.1|Dengue_virus_2|1996|1996|USA|NA"
"689",689,412,"gi|573974225|gb|KF955371.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"690",690,129,"gi|300828841|gb|GQ398299.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"691",691,127,"gi|300828839|gb|GQ398298.1|Dengue_virus_2|1995|1995|Puerto_Rico|NA"
"692",692,125,"gi|300828849|gb|GQ398303.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"693",693,124,"gi|300828847|gb|GQ398302.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"694",694,123,"gi|300828845|gb|GQ398301.1|Dengue_virus_2|1995|1995|Puerto_Rico|NA"
"695",695,119,"gi|169144267|gb|EU482741.1|Dengue_virus_2|1994|1994|USA|NA"
"696",696,124,"gi|300828843|gb|GQ398300.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"697",697,132,"gi|170665979|gb|EU569705.1|Dengue_virus_2|1993|1993|USA|NA"
"698",698,122,"gi|169144259|gb|EU482737.1|Dengue_virus_2|1994|1994|USA|NA"
"699",699,120,"gi|169144257|gb|EU482736.1|Dengue_virus_2|1994|1994|USA|NA"
"700",700,101,"gi|169143965|gb|EU482590.1|Dengue_virus_2|1990|1990|USA|NA"
"701",701,101,"gi|169144273|gb|EU482744.1|Dengue_virus_2|1989|1989|USA|NA"
"702",702,117,"gi|169143953|gb|EU482584.1|Dengue_virus_2|1989|1989|USA|NA"
"703",703,98,"gi|169143951|gb|EU482583.1|Dengue_virus_2|1989|1989|USA|NA"
"704",704,97,"gi|169143935|gb|EU482575.1|Dengue_virus_2|1987|1987|USA|NA"
"705",705,78,"gi|169143939|gb|EU482577.1|Dengue_virus_2|1987|1987|USA|NA"
"706",706,78,"gi|169143937|gb|EU482576.1|Dengue_virus_2|1987|1987|USA|NA"
"707",707,78,"gi|170665977|gb|EU569704.1|Dengue_virus_2|1986|1986|USA|NA"
"708",708,74,"gi|169143921|gb|EU482568.1|Dengue_virus_2|1986|1986|USA|NA"
"709",709,76,"gi|169143933|gb|EU482574.1|Dengue_virus_2|1987|1987|USA|NA"
"710",710,94,"gi|169143931|gb|EU482573.1|Dengue_virus_2|1987|1987|USA|NA"
"711",711,74,"gi|169143923|gb|EU482569.1|Dengue_virus_2|1987|1987|USA|NA"
"712",712,71,"gi|169143927|gb|EU482571.1|Dengue_virus_2|1987|1987|USA|NA"
"713",713,99,"gi|169143961|gb|EU482588.1|Dengue_virus_2|1990|1990|USA|NA"
"714",714,94,"gi|169143955|gb|EU482585.1|Dengue_virus_2|1989|1989|USA|NA"
"715",715,99,"gi|169143959|gb|EU482587.1|Dengue_virus_2|1990|1990|USA|NA"
"716",716,93,"gi|169143957|gb|EU482586.1|Dengue_virus_2|1990|1990|USA|NA"
"717",717,93,"gi|169144275|gb|EU482745.1|Dengue_virus_2|1989|1989|USA|NA"
"718",718,128,"gi|187609994|gb|EU660398.1|Dengue_virus_2|1989|1989|USA|NA"
"719",719,89,"gi|169144277|gb|EU482746.1|Dengue_virus_2|1989|1989|USA|NA"
"720",720,88,"gi|169144269|gb|EU482742.1|Dengue_virus_2|1988|1988|USA|NA"
"721",721,86,"gi|169144279|gb|EU482747.1|Dengue_virus_2|1988|1988|USA|NA"
"722",722,87,"gi|169143943|gb|EU482579.1|Dengue_virus_2|1988|1988|USA|NA"
"723",723,84,"gi|169143941|gb|EU482578.1|Dengue_virus_2|1988|1988|USA|NA"
"724",724,88,"gi|169143909|gb|EU482562.1|Dengue_virus_2|1989|1989|USA|NA"
"725",725,87,"gi|169143949|gb|EU482582.1|Dengue_virus_2|1989|1989|USA|NA"
"726",726,84,"gi|169144271|gb|EU482743.1|Dengue_virus_2|1989|1989|USA|NA"
"727",727,85,"gi|169143947|gb|EU482581.1|Dengue_virus_2|1989|1989|USA|NA"
"728",728,194,"gi|169144227|gb|EU482721.1|Dengue_virus_2|2006|2006|USA|NA"
"729",729,149,"gi|228542361|gb|FJ898465.1|Dengue_virus_2|1998|1998|Venezuela|SA"
"730",730,140,"gi|187610180|gb|EU687220.1|Dengue_virus_2|1996|1996|Venezuela|SA"
"731",731,220,"gi|548918012|gb|KC294222.1|Dengue_virus_2|22_Mar_2002|2002|Peru|SA"
"732",732,219,"gi|548918000|gb|KC294216.1|Dengue_virus_2|06_Feb_2002|2002|Peru|SA"
"733",733,123,"gi|300828809|gb|GQ398283.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"734",734,137,"gi|300828807|gb|GQ398282.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"735",735,203,"gi|169635134|gb|EU529706.1|Dengue_virus_2|2006|2006|USA|NA"
"736",736,208,"gi|180164945|gb|EU596490.1|Dengue_virus_2|2007|2007|USA|NA"
"737",737,264,"gi|169143881|gb|EU482548.1|Dengue_virus_2|2006|2006|USA|NA"
"738",738,204,"gi|169144223|gb|EU482719.1|Dengue_virus_2|2006|2006|USA|NA"
"739",739,204,"gi|169143883|gb|EU482549.1|Dengue_virus_2|2006|2006|USA|NA"
"740",740,201,"gi|180164887|gb|EU596488.1|Dengue_virus_2|2007|2007|USA|NA"
"741",741,200,"gi|169143873|gb|EU482544.1|Dengue_virus_2|2006|2006|USA|NA"
"742",742,194,"gi|190161822|gb|EU726770.1|Dengue_virus_2|2005|2005|USA|NA"
"743",743,198,"gi|169144235|gb|EU482725.1|Dengue_virus_2|2006|2006|USA|NA"
"744",744,357,"gi|573974211|gb|KF955364.1|Dengue_virus_2|2006|2006|Puerto_Rico|NA"
"745",745,217,"gi|180164916|gb|EU596489.1|Dengue_virus_2|2007|2007|USA|NA"
"746",746,189,"gi|187610220|gb|EU687240.1|Dengue_virus_2|2003|2003|USA|NA"
"747",747,191,"gi|187610081|gb|EU677146.1|Dengue_virus_2|2004|2004|USA|NA"
"748",748,189,"gi|187610083|gb|EU677147.1|Dengue_virus_2|2004|2004|USA|NA"
"749",749,220,"gi|169143887|gb|EU482551.1|Dengue_virus_2|2006|2006|USA|NA"
"750",750,361,"gi|573974201|gb|KF955359.1|Dengue_virus_2|2006|2006|Puerto_Rico|NA"
"751",751,214,"gi|169144225|gb|EU482720.1|Dengue_virus_2|2006|2006|USA|NA"
"752",752,180,"gi|169144231|gb|EU482723.1|Dengue_virus_2|2002|2002|USA|NA"
"753",753,320,"gi|573974203|gb|KF955360.1|Dengue_virus_2|2006|2006|Puerto_Rico|NA"
"754",754,178,"gi|169144229|gb|EU482722.1|Dengue_virus_2|2002|2002|USA|NA"
"755",755,174,"gi|187610200|gb|EU687230.1|Dengue_virus_2|2001|2001|USA|NA"
"756",756,168,"gi|169143971|gb|EU482593.1|Dengue_virus_2|2001|2001|USA|NA"
"757",757,168,"gi|187610194|gb|EU687227.1|Dengue_virus_2|2001|2001|USA|NA"
"758",758,200,"gi|169144245|gb|EU482730.1|Dengue_virus_2|1999|1999|USA|NA"
"759",759,189,"gi|169143899|gb|EU482557.1|Dengue_virus_2|1999|1999|USA|NA"
"760",760,178,"gi|187610204|gb|EU687232.1|Dengue_virus_2|2001|2001|USA|NA"
"761",761,164,"gi|187610196|gb|EU687228.1|Dengue_virus_2|2001|2001|USA|NA"
"762",762,167,"gi|187610202|gb|EU687231.1|Dengue_virus_2|2001|2001|USA|NA"
"763",763,162,"gi|187610198|gb|EU687229.1|Dengue_virus_2|2001|2001|USA|NA"
"764",764,161,"gi|187610186|gb|EU687223.1|Dengue_virus_2|2000|2000|USA|NA"
"765",765,158,"gi|187610190|gb|EU687225.1|Dengue_virus_2|2000|2000|USA|NA"
"766",766,158,"gi|187610184|gb|EU687222.1|Dengue_virus_2|2000|2000|USA|NA"
"767",767,160,"gi|187610188|gb|EU687224.1|Dengue_virus_2|2000|2000|USA|NA"
"768",768,191,"gi|169143897|gb|EU482556.1|Dengue_virus_2|2005|2005|USA|NA"
"769",769,190,"gi|187610166|gb|EU687213.1|Dengue_virus_2|2004|2004|USA|NA"
"770",770,227,"gi|169635108|gb|EU529693.1|Dengue_virus_2|2004|2004|USA|NA"
"771",771,190,"gi|187610230|gb|EU687245.1|Dengue_virus_2|2005|2005|USA|NA"
"772",772,184,"gi|190161848|gb|EU781135.1|Dengue_virus_2|2005|2005|USA|NA"
"773",773,195,"gi|169143889|gb|EU482552.1|Dengue_virus_2|2006|2006|USA|NA"
"774",774,192,"gi|169143891|gb|EU482553.1|Dengue_virus_2|2006|2006|USA|NA"
"775",775,187,"gi|187610170|gb|EU687215.1|Dengue_virus_2|2004|2004|USA|NA"
"776",776,185,"gi|187610168|gb|EU687214.1|Dengue_virus_2|2004|2004|USA|NA"
"777",777,184,"gi|187610226|gb|EU687243.1|Dengue_virus_2|2004|2004|USA|NA"
"778",778,188,"gi|187610224|gb|EU687242.1|Dengue_virus_2|2004|2004|USA|NA"
"779",779,188,"gi|169144233|gb|EU482724.1|Dengue_virus_2|2005|2005|USA|NA"
"780",780,184,"gi|187610228|gb|EU687244.1|Dengue_virus_2|2004|2004|USA|NA"
"781",781,182,"gi|187610210|gb|EU687235.1|Dengue_virus_2|2003|2003|USA|NA"
"782",782,182,"gi|187610212|gb|EU687236.1|Dengue_virus_2|2003|2003|USA|NA"
"783",783,184,"gi|187610222|gb|EU687241.1|Dengue_virus_2|2003|2003|USA|NA"
"784",784,177,"gi|187610162|gb|EU687199.1|Dengue_virus_2|2003|2003|USA|NA"
"785",785,177,"gi|187610216|gb|EU687238.1|Dengue_virus_2|2003|2003|USA|NA"
"786",786,173,"gi|187610214|gb|EU687237.1|Dengue_virus_2|2003|2003|USA|NA"
"787",787,121,"gi|300828785|gb|GQ398271.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"788",788,127,"gi|300828783|gb|GQ398270.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"789",789,186,"gi|169143893|gb|EU482554.1|Dengue_virus_2|1998|1998|USA|NA"
"790",790,146,"gi|169143885|gb|EU482550.1|Dengue_virus_2|1998|1998|USA|NA"
"791",791,155,"gi|187610077|gb|EU677144.1|Dengue_virus_2|1999|1999|USA|NA"
"792",792,146,"gi|170665993|gb|EU569712.1|Dengue_virus_2|1998|1998|USA|NA"
"793",793,137,"gi|170665989|gb|EU569710.1|Dengue_virus_2|1996|1996|USA|NA"
"794",794,140,"gi|180164831|gb|EU596486.1|Dengue_virus_2|1996|1996|USA|NA"
"795",795,136,"gi|170666001|gb|EU569716.1|Dengue_virus_2|1997|1997|USA|NA"
"796",796,140,"gi|170665995|gb|EU569713.1|Dengue_virus_2|1997|1997|USA|NA"
"797",797,138,"gi|187610071|gb|EU677141.1|Dengue_virus_2|1996|1996|USA|NA"
"798",798,133,"gi|170665987|gb|EU569709.1|Dengue_virus_2|1996|1996|USA|NA"
"799",799,124,"gi|180164796|gb|EU596485.1|Dengue_virus_2|1996|1996|USA|NA"
"800",800,126,"gi|170665997|gb|EU569714.1|Dengue_virus_2|1997|1997|USA|NA"
"801",801,111,"gi|300828795|gb|GQ398276.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"802",802,110,"gi|300828791|gb|GQ398274.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"803",803,107,"gi|300828793|gb|GQ398275.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"804",804,106,"gi|300828789|gb|GQ398273.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"805",805,107,"gi|300828787|gb|GQ398272.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"806",806,109,"gi|300828805|gb|GQ398281.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"807",807,122,"gi|169635112|gb|EU529695.1|Dengue_virus_2|1994|1994|USA|NA"
"808",808,109,"gi|300828799|gb|GQ398278.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
