"","num","Differences","sequencename"
"1",1,365,"gi|482514307|gb|KC570453.1|EV_A71|03_Jun_2012|2012|China|AS"
"571",571,177,"gi|110350292|emb|AM236962.1|Echovirus_E30|Dec_2005|2005|France|EU"
"572",572,176,"gi|159025500|emb|AM711012.1|Echovirus_E30|2005|2005|France|EU"
"573",573,176,"gi|110350262|emb|AM236947.1|Echovirus_E30|Aug_2005|2005|France|EU"
"574",574,180,"gi|159025478|emb|AM711001.1|Echovirus_E11|2005|2005|France|EU"
"575",575,181,"gi|110350250|emb|AM236941.1|Echovirus_E30|Jul_2005|2005|France|EU"
"576",576,177,"gi|110350338|emb|AM236985.1|Echovirus_E30|Jun_2005|2005|France|EU"
"577",577,178,"gi|110350252|emb|AM236942.1|Echovirus_E30|Jul_2005|2005|France|EU"
"578",578,175,"gi|159025490|emb|AM711007.1|Echovirus_E30|2005|2005|France|EU"
"579",579,175,"gi|159025482|emb|AM711003.1|Human_coxsackievirus_B3|2005|2005|France|EU"
"580",580,174,"gi|159025488|emb|AM711006.1|Echovirus_E30|2005|2005|France|EU"
"581",581,174,"gi|159025506|emb|AM711015.1|Human_coxsackievirus_B5|2005|2005|France|EU"
"582",582,173,"gi|159025474|emb|AM710999.1|Echovirus_E30|2005|2005|France|EU"
"583",583,175,"gi|159025486|emb|AM711005.1|Echovirus_E30|2005|2005|France|EU"
"584",584,174,"gi|502525372|emb|AM237326.2|Echovirus_E30|2005|2005|France|EU"
"585",585,174,"gi|110350214|emb|AM236923.1|Echovirus_E30|Jun_2005|2005|France|EU"
"586",586,174,"gi|110350272|emb|AM236952.1|Echovirus_E18|Sep_2005|2005|France|EU"
"587",587,174,"gi|110350268|emb|AM236950.1|Echovirus_E30|Aug_2005|2005|France|EU"
"588",588,177,"gi|255688372|gb|GQ352375.1|Echovirus_E30|2007|2007|Belarus|EU"
"589",589,168,"gi|110350550|emb|AM237325.1|Echovirus_E30|2002|2002|France|EU"
"590",590,171,"gi|110350190|emb|AM236618.1|Echovirus_E30|1991|1991|France|EU"
"591",591,174,"gi|169807779|emb|AM946163.1|Echovirus_E30|2001|2001|France|EU"
"592",592,170,"gi|159025538|emb|AM711032.1|Echovirus_E30|2005|2005|France|EU"
"593",593,173,"gi|159025544|emb|AM711035.1|Echovirus_E30|2005|2005|France|EU"
"594",594,173,"gi|159025542|emb|AM711034.1|Echovirus_E30|2005|2005|France|EU"
"595",595,173,"gi|110350294|emb|AM236963.1|Echovirus_E30|Dec_2005|2005|France|EU"
"596",596,169,"gi|393886904|gb|JN177732.1|Echovirus_E30|2006|2006|Tunisia|AF"
"597",597,173,"gi|528312298|emb|HF948112.1|Echovirus_E30|2006|2006|France|EU"
"598",598,171,"gi|159025580|emb|AM711054.1|Echovirus_E6|2006|2006|France|EU"
"599",599,171,"gi|159025640|emb|AM711084.1|Human_coxsackievirus_B5|2006|2006|France|EU"
"600",600,169,"gi|110350184|emb|AM236615.1|Echovirus_E30|2001|2001|France|EU"
"601",601,179,"gi|168480754|gb|EU280307.1|Enterovirus_B|2005|2005|Kyrgyzstan|AS"
"602",602,169,"gi|169807787|emb|AM946167.1|Echovirus_E30|18_Apr_2000|2000|France|EU"
"603",603,169,"gi|110350180|emb|AM236613.1|Echovirus_E30|2001|2001|France|EU"
"604",604,170,"gi|169807785|emb|AM946166.1|Echovirus_E30|2001|2001|France|EU"
"605",605,165,"gi|110350188|emb|AM236617.1|Echovirus_E30|2002|2002|France|EU"
"606",606,162,"gi|169807791|emb|AM946169.1|Echovirus_E30|19_Sep_2000|2000|France|EU"
"607",607,162,"gi|110350548|emb|AM237324.1|Echovirus_E30|2000|2000|France|EU"
"608",608,165,"gi|393886898|gb|JN177729.1|Echovirus_E30|2001|2001|Tunisia|AF"
"609",609,166,"gi|110350186|emb|AM236616.1|Echovirus_E30|2001|2001|France|EU"
"610",610,166,"gi|110350176|emb|AM236611.1|Echovirus_E30|2000|2000|France|EU"
"611",611,164,"gi|110350178|emb|AM236612.1|Echovirus_E30|2001|2001|France|EU"
"612",612,168,"gi|169807775|emb|AM946161.1|Echovirus_E30|17_Sep_2007|2007|France|EU"
"613",613,162,"gi|169807789|emb|AM946168.1|Echovirus_E30|05_Oct_2000|2000|France|EU"
"614",614,163,"gi|110350174|emb|AM236610.1|Echovirus_E30|2000|2000|France|EU"
"615",615,163,"gi|110350172|emb|AM236609.1|Echovirus_E30|2000|2000|France|EU"
"616",616,167,"gi|168480740|gb|EU280300.1|Enterovirus_B|2004|2004|Russia|AS"
"617",617,167,"gi|169807793|emb|AM946170.1|Echovirus_E30|2000|2000|France|EU"
"618",618,164,"gi|110350182|emb|AM236614.1|Echovirus_E30|2001|2001|France|EU"
"619",619,164,"gi|169807783|emb|AM946165.1|Echovirus_E30|2001|2001|France|EU"
"620",620,174,"gi|168480736|gb|EU280298.1|Enterovirus_B|2004|2004|Kyrgyzstan|AS"
"621",621,170,"gi|168480758|gb|EU280309.1|Enterovirus_B|2004|2004|Russia|AS"
"622",622,165,"gi|168480738|gb|EU280299.1|Enterovirus_B|2004|2004|Russia|AS"
"623",623,170,"gi|148614189|gb|EF397656.1|Enterovirus_B|2006|2006|Russia|AS"
"624",624,170,"gi|148614187|gb|EF397655.1|Enterovirus_B|2006|2006|Russia|AS"
"625",625,194,"gi|343788581|gb|HQ152913.1|Echovirus_E30|2006|2006|Brazil|SA"
"626",626,189,"gi|343788589|gb|HQ152917.1|Echovirus_E30|2007|2007|Brazil|SA"
"627",627,192,"gi|343788595|gb|HQ152920.1|Echovirus_E30|2008|2008|Brazil|SA"
"628",628,192,"gi|343788605|gb|HQ152925.1|Echovirus_E30|2008|2008|Brazil|SA"
"629",629,192,"gi|343788603|gb|HQ152924.1|Echovirus_E30|2008|2008|Brazil|SA"
"630",630,183,"gi|343788561|gb|HQ152903.1|Echovirus_E30|2003|2003|Brazil|SA"
"631",631,191,"gi|343788601|gb|HQ152923.1|Echovirus_E30|2008|2008|Brazil|SA"
"632",632,190,"gi|343788575|gb|HQ152910.1|Echovirus_E30|2005|2005|Brazil|SA"
"633",633,186,"gi|343788577|gb|HQ152911.1|Echovirus_E30|2005|2005|Brazil|SA"
"634",634,191,"gi|343788569|gb|HQ152907.1|Echovirus_E30|2005|2005|Brazil|SA"
"635",635,188,"gi|343788563|gb|HQ152904.1|Echovirus_E30|2005|2005|Brazil|SA"
"636",636,187,"gi|343788573|gb|HQ152909.1|Echovirus_E30|2005|2005|Brazil|SA"
"637",637,186,"gi|343788571|gb|HQ152908.1|Echovirus_E30|2005|2005|Brazil|SA"
"638",638,184,"gi|343788567|gb|HQ152906.1|Echovirus_E30|2005|2005|Brazil|SA"
"639",639,184,"gi|343788591|gb|HQ152918.1|Echovirus_E30|2008|2008|Brazil|SA"
"640",640,190,"gi|343788607|gb|HQ152926.1|Human_coxsackievirus_B5|2010|2010|China|AS"
"641",641,191,"gi|343788597|gb|HQ152921.1|Echovirus_E30|2008|2008|Brazil|SA"
"642",642,190,"gi|343788593|gb|HQ152919.1|Echovirus_E30|2008|2008|Brazil|SA"
"643",643,190,"gi|343788599|gb|HQ152922.1|Echovirus_E30|2008|2008|Brazil|SA"
"644",644,182,"gi|343788579|gb|HQ152912.1|Echovirus_E30|2005|2005|Brazil|SA"
"645",645,197,"gi|343788587|gb|HQ152916.1|Echovirus_E30|2007|2007|Brazil|SA"
"646",646,184,"gi|343788565|gb|HQ152905.1|Echovirus_E30|2005|2005|Brazil|SA"
"647",647,185,"gi|258523527|gb|FJ868368.1|Echovirus_E30|26_Apr_2006|2006|Australia|OC"
"648",648,182,"gi|294296920|gb|GU142905.1|Echovirus_E30|30_Mar_2007|2007|Australia|OC"
"649",649,184,"gi|258523531|gb|FJ868370.1|Echovirus_E30|12_Dec_2006|2006|Australia|OC"
"650",650,182,"gi|258523525|gb|FJ868367.1|Echovirus_E30|22_Mar_2006|2006|Australia|OC"
"651",651,184,"gi|258523529|gb|FJ868369.1|Echovirus_E30|02_May_2006|2006|Australia|OC"
"652",652,184,"gi|258523523|gb|FJ868366.1|Echovirus_E30|10_Mar_2006|2006|Australia|OC"
"653",653,183,"gi|258523517|gb|FJ868363.1|Echovirus_E30|30_Jan_2006|2006|Australia|OC"
"654",654,183,"gi|258523407|gb|FJ868308.1|Echovirus_E30|05_Apr_2006|2006|Australia|OC"
"655",655,187,"gi|156618539|gb|EF596823.1|Echovirus_E30|2001|2001|Taiwan|AS"
"656",656,186,"gi|393886908|gb|JN177734.1|Echovirus_E30|1995|1995|Tunisia|AF"
"657",657,186,"gi|169807765|emb|AM946156.1|Echovirus_E30|26_Jun_1996|1996|Switzerland|EU"
"658",658,185,"gi|393886910|gb|JN177735.1|Echovirus_E30|1997|1997|Tunisia|AF"
"659",659,185,"gi|393886894|gb|JN177727.1|Echovirus_E30|1992|1992|Tunisia|AF"
"660",660,173,"gi|152148409|gb|EU004576.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"661",661,175,"gi|152148417|gb|EU004580.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"662",662,174,"gi|152148429|gb|EU004586.1|Echovirus_E30|2005|2005|Jamaica|NA"
"663",663,170,"gi|152148421|gb|EU004582.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"664",664,175,"gi|152148415|gb|EU004579.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"665",665,176,"gi|152148433|gb|EU004588.1|Echovirus_E30|2005|2005|Jamaica|NA"
"666",666,173,"gi|152148431|gb|EU004587.1|Echovirus_E30|2005|2005|Jamaica|NA"
"667",667,170,"gi|152148423|gb|EU004583.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"668",668,172,"gi|152148413|gb|EU004578.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"669",669,171,"gi|152148411|gb|EU004577.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"670",670,168,"gi|152148435|gb|EU004589.1|Echovirus_E30|2005|2005|Jamaica|NA"
"671",671,170,"gi|152148425|gb|EU004584.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"672",672,170,"gi|152148419|gb|EU004581.1|Echovirus_E30|Dec_2004|2004|Jamaica|NA"
"673",673,175,"gi|258523521|gb|FJ868365.1|Echovirus_E30|22_Jan_2006|2006|Australia|OC"
"674",674,176,"gi|294296918|gb|GU142904.1|Echovirus_E30|29_Nov_2005|2005|Australia|OC"
"675",675,174,"gi|258523515|gb|FJ868362.1|Echovirus_E30|19_Dec_2005|2005|Australia|OC"
"676",676,175,"gi|258523519|gb|FJ868364.1|Echovirus_E30|20_Feb_2006|2006|Australia|OC"
"677",677,173,"gi|258523513|gb|FJ868361.1|Echovirus_E30|19_Sep_2005|2005|Australia|OC"
"678",678,174,"gi|258523409|gb|FJ868309.1|Echovirus_E30|23_Sep_2005|2005|Australia|OC"
"679",679,174,"gi|258523437|gb|FJ868323.1|Echovirus_E30|14_Jul_2005|2005|Australia|OC"
"680",680,174,"gi|258523511|gb|FJ868360.1|Echovirus_E30|28_Jul_2005|2005|Australia|OC"
"681",681,177,"gi|110350556|emb|AM237328.1|Echovirus_E30|1981|1981|France|EU"
"682",682,182,"gi|326417561|gb|HQ436346.1|Echovirus_E30|2010|2010|China|AS"
"683",683,183,"gi|326417563|gb|HQ436347.1|Echovirus_E30|2010|2010|China|AS"
"684",684,182,"gi|326417559|gb|HQ436345.1|Echovirus_E30|2010|2010|China|AS"
"685",685,182,"gi|426272786|gb|JX854435.1|Echovirus_E30|2010|2010|China|AS"
"686",686,202,"gi|226821220|gb|FJ848356.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"687",687,200,"gi|226821222|gb|FJ848357.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"688",688,202,"gi|226821212|gb|FJ848352.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"689",689,204,"gi|226821208|gb|FJ848350.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"690",690,199,"gi|226821224|gb|FJ848358.1|Echovirus_E30|Aug_2008|2008|South_Korea|AS"
"691",691,200,"gi|226821228|gb|FJ848360.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"692",692,196,"gi|226821226|gb|FJ848359.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"693",693,196,"gi|226821218|gb|FJ848355.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"694",694,200,"gi|226821216|gb|FJ848354.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"695",695,202,"gi|226821230|gb|FJ848361.1|Echovirus_E30|Aug_2008|2008|South_Korea|AS"
"696",696,203,"gi|226821200|gb|FJ848346.1|Echovirus_E30|Jun_2008|2008|South_Korea|AS"
"697",697,202,"gi|226821198|gb|FJ848345.1|Echovirus_E30|Jun_2008|2008|South_Korea|AS"
"698",698,201,"gi|226821206|gb|FJ848349.1|Echovirus_E30|Jun_2008|2008|South_Korea|AS"
"699",699,201,"gi|226821204|gb|FJ848348.1|Echovirus_E30|Jun_2008|2008|South_Korea|AS"
"700",700,202,"gi|226821210|gb|FJ848351.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"701",701,202,"gi|226821202|gb|FJ848347.1|Echovirus_E30|Jun_2008|2008|South_Korea|AS"
"702",702,202,"gi|226821196|gb|FJ848344.1|Echovirus_E30|Jun_2008|2008|South_Korea|AS"
"703",703,201,"gi|226821214|gb|FJ848353.1|Echovirus_E30|Jul_2008|2008|South_Korea|AS"
"704",704,195,"gi|531874218|gb|KC999617.1|Echovirus_E30|2001|2001|Viet_Nam|AS"
"705",705,172,"gi|531874230|gb|KC999623.1|Echovirus_E30|2002|2002|Viet_Nam|AS"
"706",706,173,"gi|531874228|gb|KC999622.1|Echovirus_E30|2002|2002|Viet_Nam|AS"
"707",707,180,"gi|531874226|gb|KC999621.1|Echovirus_E30|2001|2001|Viet_Nam|AS"
"708",708,180,"gi|531874224|gb|KC999620.1|Echovirus_E30|2001|2001|Viet_Nam|AS"
"709",709,194,"gi|531874222|gb|KC999619.1|Echovirus_E30|2001|2001|Viet_Nam|AS"
"710",710,182,"gi|589061689|gb|KF246765.1|Echovirus_E30|2010|2010|China|AS"
"711",711,171,"gi|254973432|gb|GQ329838.1|Echovirus_E30|2007|2007|China|AS"
"712",712,176,"gi|254973430|gb|GQ329837.1|Echovirus_E30|2006|2006|China|AS"
"713",713,179,"gi|401467794|gb|JX129875.1|Echovirus_E30|2005|2005|China|AS"
"714",714,180,"gi|401467792|gb|JX129874.1|Echovirus_E30|2004|2004|China|AS"
"715",715,181,"gi|401467800|gb|JX129878.1|Echovirus_E30|2005|2005|China|AS"
"716",716,180,"gi|401467798|gb|JX129877.1|Echovirus_E30|2004|2004|China|AS"
"717",717,179,"gi|401467796|gb|JX129876.1|Echovirus_E30|2004|2004|China|AS"
"718",718,179,"gi|401467806|gb|JX129881.1|Echovirus_E30|2005|2005|China|AS"
"719",719,182,"gi|401467804|gb|JX129880.1|Echovirus_E30|2005|2005|China|AS"
"720",720,183,"gi|401467802|gb|JX129879.1|Echovirus_E30|2005|2005|China|AS"
"721",721,184,"gi|58532563|gb|AY879322.1|Echovirus_E30|2004|2004|China|AS"
"722",722,183,"gi|58532561|gb|AY879321.1|Echovirus_E30|2004|2004|China|AS"
"723",723,183,"gi|58532559|gb|AY879320.1|Echovirus_E30|2004|2004|China|AS"
"724",724,170,"gi|401467790|gb|JX129873.1|Echovirus_E30|2001|2001|China|AS"
"725",725,169,"gi|58532553|gb|AY879317.1|Echovirus_E30|2004|2004|China|AS"
"726",726,185,"gi|169807759|emb|AM946153.1|Echovirus_E30|2000|2000|Bahrain|NA"
"727",727,179,"gi|110350542|emb|AM237321.1|Echovirus_E30|1997|1997|France|EU"
"728",728,173,"gi|168480742|gb|EU280301.1|Enterovirus_B|2003|2003|Moldova|NA"
"729",729,174,"gi|168480746|gb|EU280303.1|Enterovirus_B|2003|2003|Russia|AS"
"730",730,176,"gi|168480744|gb|EU280302.1|Enterovirus_B|2003|2003|Ukraine|NA"
"731",731,172,"gi|255688378|gb|GQ352378.1|Echovirus_E30|2003|2003|Belarus|EU"
"732",732,171,"gi|255688376|gb|GQ352377.1|Echovirus_E30|2003|2003|Belarus|EU"
"733",733,169,"gi|255688380|gb|GQ352379.1|Echovirus_E30|2004|2004|Belarus|EU"
"734",734,171,"gi|255688374|gb|GQ352376.1|Echovirus_E30|2003|2003|Belarus|EU"
"735",735,170,"gi|260876203|gb|GQ370506.2|Echovirus_E30|2003|2003|Belarus|EU"
"736",736,175,"gi|168480750|gb|EU280305.1|Enterovirus_B|2003|2003|Russia|AS"
"737",737,172,"gi|168480748|gb|EU280304.1|Enterovirus_B|2003|2003|Russia|AS"
"738",738,170,"gi|110350540|emb|AM237320.1|Echovirus_E30|2000|2000|France|EU"
"739",739,173,"gi|110350158|emb|AM236602.1|Echovirus_E30|1996|1996|France|EU"
"740",740,179,"gi|169807773|emb|AM946160.1|Echovirus_E30|28_Aug_2000|2000|Belgium|EU"
"741",741,177,"gi|169807771|emb|AM946159.1|Echovirus_E30|02_Jul_2000|2000|Belgium|EU"
"742",742,171,"gi|168480734|gb|EU280297.1|Enterovirus_B|2003|2003|Russia|AS"
"743",743,175,"gi|168480732|gb|EU280296.1|Enterovirus_B|2004|2004|Russia|AS"
"744",744,167,"gi|168480730|gb|EU280295.1|Enterovirus_B|2003|2003|Russia|AS"
"745",745,168,"gi|168480728|gb|EU280294.1|Enterovirus_B|2004|2004|Russia|AS"
"746",746,166,"gi|168480726|gb|EU280293.1|Enterovirus_B|2003|2003|Russia|AS"
"747",747,172,"gi|169807797|emb|AM946172.1|Echovirus_E30|1996|1996|France|EU"
"748",748,167,"gi|393886900|gb|JN177730.1|Echovirus_E30|1999|1999|Tunisia|AF"
"749",749,166,"gi|255688370|gb|GQ352374.1|Echovirus_E30|1997|1997|Belarus|EU"
"750",750,166,"gi|256595561|gb|GQ370507.1|Echovirus_E30|1997|1997|Belarus|EU"
"751",751,168,"gi|110350546|emb|AM237323.1|Echovirus_E30|2000|2000|France|EU"
"752",752,168,"gi|110350162|emb|AM236604.1|Echovirus_E30|2000|2000|France|EU"
"753",753,167,"gi|110350168|emb|AM236607.1|Echovirus_E30|2000|2000|France|EU"
"754",754,166,"gi|169807781|emb|AM946164.1|Echovirus_E30|2001|2001|France|EU"
"755",755,166,"gi|110350170|emb|AM236608.1|Echovirus_E30|2000|2000|France|EU"
"756",756,166,"gi|110350166|emb|AM236606.1|Echovirus_E30|2000|2000|France|EU"
"757",757,165,"gi|110350164|emb|AM236605.1|Echovirus_E30|2000|2000|France|EU"
"758",758,165,"gi|169807795|emb|AM946171.1|Echovirus_E30|16_Jun_1999|1999|France|EU"
"759",759,161,"gi|502525377|emb|AM237322.2|Echovirus_E30|1996|1996|France|EU"
"760",760,163,"gi|110350160|emb|AM236603.1|Echovirus_E30|2000|2000|France|EU"
"761",761,161,"gi|169807769|emb|AM946158.1|Echovirus_E30|12_May_2000|2000|Belgium|EU"
"762",762,162,"gi|169807767|emb|AM946157.1|Echovirus_E30|28_Jun_1996|1996|Switzerland|EU"
"763",763,172,"gi|343788539|gb|HQ152892.1|Echovirus_E30|2001|2001|Brazil|SA"
"764",764,176,"gi|343788537|gb|HQ152891.1|Echovirus_E30|2001|2001|Brazil|SA"
"765",765,173,"gi|343788541|gb|HQ152893.1|Echovirus_E30|2001|2001|Brazil|SA"
"766",766,173,"gi|343788535|gb|HQ152890.1|Echovirus_E30|2001|2001|Brazil|SA"
"767",767,174,"gi|343788531|gb|HQ152888.1|Echovirus_E30|2001|2001|Brazil|SA"
"768",768,172,"gi|343788529|gb|HQ152887.1|Echovirus_E30|2001|2001|Brazil|SA"
"769",769,171,"gi|343788527|gb|HQ152886.1|Echovirus_E30|2001|2001|Brazil|SA"
"770",770,173,"gi|343788533|gb|HQ152889.1|Echovirus_E30|2001|2001|Brazil|SA"
"771",771,171,"gi|343788525|gb|HQ152885.1|Echovirus_E30|2001|2001|Brazil|SA"
"772",772,173,"gi|343788545|gb|HQ152895.1|Echovirus_E30|2002|2002|Brazil|SA"
"773",773,171,"gi|343788547|gb|HQ152896.1|Echovirus_E30|2002|2002|Brazil|SA"
"774",774,171,"gi|343788543|gb|HQ152894.1|Echovirus_E30|2002|2002|Brazil|SA"
"775",775,171,"gi|343788553|gb|HQ152899.1|Echovirus_E30|2002|2002|Brazil|SA"
"776",776,170,"gi|343788559|gb|HQ152902.1|Echovirus_E30|2002|2002|Brazil|SA"
"777",777,169,"gi|343788557|gb|HQ152901.1|Echovirus_E30|2002|2002|Brazil|SA"
"778",778,170,"gi|343788549|gb|HQ152897.1|Echovirus_E30|2002|2002|Brazil|SA"
"779",779,172,"gi|343788551|gb|HQ152898.1|Echovirus_E30|2002|2002|Brazil|SA"
"780",780,170,"gi|343788555|gb|HQ152900.1|Echovirus_E30|2002|2002|Brazil|SA"
"781",781,175,"gi|343788521|gb|HQ152883.1|Echovirus_E30|1998|1998|Brazil|SA"
"782",782,170,"gi|343788523|gb|HQ152884.1|Echovirus_E30|1999|1999|Brazil|SA"
"783",783,171,"gi|343788517|gb|HQ152881.1|Echovirus_E30|1998|1998|Brazil|SA"
"784",784,165,"gi|343788515|gb|HQ152880.1|Echovirus_E30|1998|1998|Brazil|SA"
"785",785,167,"gi|343788519|gb|HQ152882.1|Echovirus_E30|1998|1998|Brazil|SA"
"786",786,167,"gi|343788513|gb|HQ152879.1|Echovirus_E30|1998|1998|Brazil|SA"
"787",787,185,"gi|110350192|emb|AM236619.1|Echovirus_E30|1991|1991|France|EU"
"788",788,176,"gi|110350534|emb|AM237317.1|Echovirus_E30|1992|1992|France|EU"
"789",789,178,"gi|110350196|emb|AM236621.1|Echovirus_E30|1994|1994|France|EU"
"790",790,181,"gi|110350200|emb|AM236623.1|Echovirus_E30|1994|1994|France|EU"
"791",791,172,"gi|110350194|emb|AM236620.1|Echovirus_E30|1992|1992|France|EU"
"792",792,175,"gi|110350156|emb|AM236601.1|Echovirus_E30|2001|2001|France|EU"
"793",793,172,"gi|502525383|emb|AM237316.2|Echovirus_E30|1991|1991|France|EU"
"794",794,170,"gi|169807801|emb|AM946174.1|Echovirus_E30|1996|1996|France|EU"
"795",795,173,"gi|169807799|emb|AM946173.1|Echovirus_E30|1996|1996|France|EU"
"796",796,174,"gi|169807803|emb|AM946175.1|Human_coxsackievirus_B4|Jun_2007|2007|France|EU"
"797",797,169,"gi|110350202|emb|AM236624.1|Echovirus_E30|May_2005|2005|France|EU"
"798",798,171,"gi|110350198|emb|AM236622.1|Echovirus_E30|1992|1992|France|EU"
"799",799,167,"gi|110350536|emb|AM237318.1|Echovirus_E30|1994|1994|France|EU"
"800",800,257,"gi|294296886|gb|GU142888.1|Echovirus_E7|11_Sep_1991|1991|Australia|OC"
"801",801,265,"gi|409684870|gb|JX513459.1|Echovirus_E7|26_Apr_2008|2008|India|AS"
"802",802,265,"gi|409684867|gb|JX513458.1|Echovirus_E7|23_Apr_2008|2008|India|AS"
"803",803,258,"gi|409684878|gb|JX513462.1|Echovirus_E7|13_Jul_2009|2009|India|AS"
"804",804,265,"gi|409684890|gb|JX513466.1|Echovirus_E7|18_May_2009|2009|India|AS"
"805",805,262,"gi|409684893|gb|JX513467.1|Echovirus_E7|04_Jun_2009|2009|India|AS"
"806",806,262,"gi|409684886|gb|JX513465.1|Echovirus_E7|03_Jun_2009|2009|India|AS"
"807",807,262,"gi|597439009|dbj|AB917076.1|Echovirus_E7|2013|2013|China|AS"
"808",808,263,"gi|597439007|dbj|AB917075.1|Echovirus_E7|2013|2013|China|AS"
"809",809,256,"gi|528312260|emb|HF948093.1|Echovirus_E7|2004|2004|France|EU"
"810",810,258,"gi|110350232|emb|AM236932.1|Echovirus_E7|Jul_2005|2005|France|EU"
"811",811,268,"gi|258523385|gb|FJ868297.1|Echovirus_E7|25_Sep_1991|1991|Australia|OC"
"812",812,269,"gi|254973332|gb|GQ329788.1|Echovirus_E7|1999|1999|China|AS"
"813",813,258,"gi|258523383|gb|FJ868296.1|Echovirus_E7|28_Feb_2005|2005|Australia|OC"
"814",814,313,"gi|513136890|gb|KF177031.1|Echovirus_E7|07_May_2010|2010|India|AS"
"815",815,294,"gi|513136889|gb|KF177030.1|Echovirus_E7|06_Jun_2010|2010|India|AS"
"816",816,282,"gi|513136891|gb|KF177032.1|Echovirus_E7|22_May_2010|2010|India|AS"
"817",817,283,"gi|409684881|gb|JX513463.1|Echovirus_E7|26_Apr_2010|2010|India|AS"
"818",818,300,"gi|409684883|gb|JX513464.1|Echovirus_E7|08_Sep_2010|2010|India|AS"
"819",819,266,"gi|409684876|gb|JX513461.1|Echovirus_E7|17_Dec_2008|2008|India|AS"
"820",820,266,"gi|409684873|gb|JX513460.1|Echovirus_E7|05_Dec_2008|2008|India|AS"
"821",821,261,"gi|513136888|gb|KF177029.1|Echovirus_E7|29_Jul_2010|2010|India|AS"
"822",822,268,"gi|409684896|gb|JX513468.1|Echovirus_E7|23_Oct_2009|2009|India|AS"
"823",823,253,"gi|254973328|gb|GQ329786.1|Echovirus_E7|2003|2003|China|AS"
"824",824,249,"gi|429844646|gb|JX860515.1|Echovirus_E7|2010|2010|China|AS"
"825",825,251,"gi|288190859|gb|GU272017.1|Echovirus_E7|26_Dec_2008|2008|China|AS"
"826",826,262,"gi|597439013|dbj|AB917078.1|Echovirus_E7|2013|2013|China|AS"
"827",827,262,"gi|597439011|dbj|AB917077.1|Echovirus_E7|2013|2013|China|AS"
"828",828,262,"gi|254973330|gb|GQ329787.1|Echovirus_E7|1998|1998|China|AS"
"829",829,264,"gi|528312292|emb|HF948109.1|Echovirus_E21|2003|2003|France|EU"
"830",830,266,"gi|159025554|emb|AM711041.1|Echovirus_E13|2006|2006|France|EU"
"831",831,255,"gi|513136939|gb|KF177080.1|Echovirus_E21|03_Oct_2009|2009|India|AS"
"832",832,255,"gi|513136938|gb|KF177079.1|Echovirus_E21|15_Sep_2009|2009|India|AS"
"833",833,262,"gi|409685052|gb|JX513523.1|Echovirus_E21|03_Apr_2008|2008|India|AS"
"834",834,264,"gi|409685049|gb|JX513522.1|Echovirus_E21|02_Apr_2008|2008|India|AS"
"835",835,260,"gi|409685055|gb|JX513524.1|Echovirus_E21|17_Nov_2011|2011|India|AS"
"836",836,262,"gi|513136937|gb|KF177078.1|Echovirus_E21|12_Aug_2010|2010|India|AS"
"837",837,263,"gi|513136936|gb|KF177077.1|Echovirus_E21|13_Jul_2010|2010|India|AS"
"838",838,268,"gi|254973404|gb|GQ329824.1|Echovirus_E21|2008|2008|China|AS"
"839",839,267,"gi|254973398|gb|GQ329821.1|Echovirus_E21|2001|2001|China|AS"
"840",840,329,"gi|348161264|gb|JF718565.1|Echovirus_E21|11_Oct_2002|2002|China|AS"
"841",841,271,"gi|254973402|gb|GQ329823.1|Echovirus_E21|2003|2003|China|AS"
"842",842,269,"gi|254973400|gb|GQ329822.1|Echovirus_E21|2002|2002|China|AS"
"843",843,270,"gi|258523483|gb|FJ868346.1|Echovirus_E16|28_Apr_2006|2006|Australia|OC"
"844",844,269,"gi|589061629|gb|KF150163.1|Echovirus_E16|2010|2010|China|AS"
"845",845,268,"gi|526303995|gb|KC867100.1|Echovirus_E16|Feb_2012|2012|China|AS"
"846",846,272,"gi|294296866|gb|GU142878.1|Echovirus_E5|05_Feb_1997|1997|Australia|OC"
"847",847,270,"gi|258523469|gb|FJ868339.1|Echovirus_E5|27_Sep_2005|2005|Australia|OC"
"848",848,249,"gi|409684845|gb|JX513450.1|Echovirus_E5|19_Jun_2009|2009|India|AS"
"849",849,263,"gi|409684848|gb|JX513451.1|Echovirus_E5|04_May_2009|2009|India|AS"
