"","num","Differences","sequencename"
"1",1,2871,"gi|9626685|ref|NC_001477.1|Dengue_virus_1|NA|NA|NA|NA"
"546",546,652,"gi|224383653|gb|FJ744739.1|Dengue_virus_3|2001|2001|Thailand|AS"
"547",547,628,"gi|225690897|gb|FJ810414.1|Dengue_virus_3|2001|2001|Thailand|AS"
"548",548,623,"gi|224383633|gb|FJ744729.1|Dengue_virus_3|2001|2001|Thailand|AS"
"549",549,621,"gi|224383631|gb|FJ744728.1|Dengue_virus_3|2001|2001|Thailand|AS"
"550",550,621,"gi|224383629|gb|FJ744727.1|Dengue_virus_3|2001|2001|Thailand|AS"
"551",551,631,"gi|224383627|gb|FJ744726.1|Dengue_virus_3|2001|2001|Thailand|AS"
"552",552,623,"gi|224383641|gb|FJ744733.1|Dengue_virus_3|2001|2001|Thailand|AS"
"553",553,625,"gi|225690895|gb|FJ810413.1|Dengue_virus_3|2001|2001|Thailand|AS"
"554",554,622,"gi|224383635|gb|FJ744730.1|Dengue_virus_3|2001|2001|Thailand|AS"
"555",555,636,"gi|224383639|gb|FJ744732.1|Dengue_virus_3|2001|2001|Thailand|AS"
"556",556,621,"gi|224383643|gb|FJ744734.1|Dengue_virus_3|2001|2001|Thailand|AS"
"557",557,651,"gi|224383585|gb|FJ687448.1|Dengue_virus_3|2001|2001|Thailand|AS"
"558",558,624,"gi|224383649|gb|FJ744737.1|Dengue_virus_3|2001|2001|Thailand|AS"
"559",559,621,"gi|224383637|gb|FJ744731.1|Dengue_virus_3|2001|2001|Thailand|AS"
"560",560,636,"gi|224383651|gb|FJ744738.1|Dengue_virus_3|2001|2001|Thailand|AS"
"561",561,622,"gi|224383647|gb|FJ744736.1|Dengue_virus_3|2001|2001|Thailand|AS"
"562",562,640,"gi|224383645|gb|FJ744735.1|Dengue_virus_3|2001|2001|Thailand|AS"
"563",563,676,"gi|169143693|gb|EU482454.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"564",564,635,"gi|259496278|gb|GQ868626.1|Dengue_virus_3|2001|2001|Cambodia|AS"
"565",565,640,"gi|259496280|gb|GQ868627.1|Dengue_virus_3|2002|2002|Cambodia|AS"
"566",566,652,"gi|221071278|gb|FJ639723.1|Dengue_virus_3|2003|2003|Cambodia|AS"
"567",567,783,"gi|573974405|gb|KF955463.1|Dengue_virus_3|2001|2001|Cambodia|AS"
"568",568,748,"gi|573974403|gb|KF955462.1|Dengue_virus_3|2001|2001|Cambodia|AS"
"569",569,662,"gi|221071275|gb|FJ639722.1|Dengue_virus_3|2002|2002|Cambodia|AS"
"570",570,661,"gi|221071273|gb|FJ639721.1|Dengue_virus_3|2002|2002|Cambodia|AS"
"571",571,644,"gi|221071269|gb|FJ639719.1|Dengue_virus_3|2000|2000|Cambodia|AS"
"572",572,640,"gi|573974148|gb|KF955332.1|Dengue_virus_3|2000|2000|Cambodia|AS"
"573",573,648,"gi|221071271|gb|FJ639720.1|Dengue_virus_3|2001|2001|Cambodia|AS"
"574",574,658,"gi|169143699|gb|EU482457.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"575",575,674,"gi|169143697|gb|EU482456.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"576",576,662,"gi|169143689|gb|EU482452.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"577",577,672,"gi|187610018|gb|EU660410.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"578",578,674,"gi|169143709|gb|EU482462.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"579",579,663,"gi|169143691|gb|EU482453.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"580",580,675,"gi|221070626|gb|FJ461338.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"581",581,660,"gi|169143695|gb|EU482455.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"582",582,664,"gi|169143701|gb|EU482458.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"583",583,677,"gi|221070596|gb|FJ461322.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"584",584,681,"gi|573974399|gb|KF955460.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"585",585,680,"gi|221070255|gb|FJ562103.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"586",586,674,"gi|169143705|gb|EU482460.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"587",587,670,"gi|573974395|gb|KF955458.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"588",588,678,"gi|221070518|gb|FJ432731.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"589",589,662,"gi|169143707|gb|EU482461.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"590",590,667,"gi|221070608|gb|FJ461329.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"591",591,682,"gi|221070624|gb|FJ461337.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"592",592,668,"gi|573974393|gb|KF955457.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"593",593,665,"gi|221070511|gb|FJ432728.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"594",594,665,"gi|221070249|gb|FJ562100.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"595",595,666,"gi|221070193|gb|FJ547062.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"596",596,653,"gi|169143703|gb|EU482459.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"597",597,652,"gi|187610014|gb|EU660408.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"598",598,677,"gi|221070201|gb|FJ547066.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"599",599,674,"gi|221070539|gb|FJ432741.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"600",600,672,"gi|221070604|gb|FJ461326.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"601",601,676,"gi|573974397|gb|KF955459.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"602",602,670,"gi|221070618|gb|FJ461334.1|Dengue_virus_3|2008|2008|Viet_Nam|AS"
"603",603,672,"gi|221070253|gb|FJ562102.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"604",604,666,"gi|221070191|gb|FJ547061.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"605",605,670,"gi|209976709|gb|FJ410229.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"606",606,663,"gi|187610016|gb|EU660409.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"607",607,666,"gi|187610020|gb|EU660411.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"608",608,666,"gi|221070243|gb|FJ562097.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"609",609,663,"gi|221070543|gb|FJ432743.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"610",610,660,"gi|221070247|gb|FJ562099.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"611",611,661,"gi|221070501|gb|FJ432722.1|Dengue_virus_3|2007|2007|Viet_Nam|AS"
"612",612,652,"gi|187610012|gb|EU660407.1|Dengue_virus_3|2006|2006|Viet_Nam|AS"
"613",613,618,"gi|395863625|gb|JN406514.1|Dengue_virus_3|1998|1998|Australia|OC"
"614",614,695,"gi|263615188|gb|GU131942.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"615",615,680,"gi|221071254|gb|FJ639712.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"616",616,805,"gi|263614460|gb|GU131915.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"617",617,819,"gi|263614244|gb|GU131903.1|Dengue_virus_3|2008|2008|Cambodia|AS"
"618",618,806,"gi|298388278|gb|HM181935.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"619",619,719,"gi|263614442|gb|GU131914.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"620",620,693,"gi|263614429|gb|GU131913.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"621",621,795,"gi|573974495|gb|KF955508.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"622",622,689,"gi|573974493|gb|KF955507.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"623",623,674,"gi|221071263|gb|FJ639716.1|Dengue_virus_3|2008|2008|Cambodia|AS"
"624",624,675,"gi|221071261|gb|FJ639715.1|Dengue_virus_3|2008|2008|Cambodia|AS"
"625",625,687,"gi|263615109|gb|GU131939.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"626",626,808,"gi|573974407|gb|KF955464.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"627",627,813,"gi|263614415|gb|GU131912.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"628",628,829,"gi|263614979|gb|GU131933.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"629",629,673,"gi|263614269|gb|GU131904.1|Dengue_virus_3|2005|2005|Cambodia|AS"
"630",630,694,"gi|300675539|gb|HM631854.1|Dengue_virus_3|2008|2008|Cambodia|AS"
"631",631,707,"gi|263615287|gb|GU131946.1|Dengue_virus_3|2008|2008|Cambodia|AS"
"632",632,625,"gi|573974401|gb|KF955461.1|Dengue_virus_3|1999|1999|Cambodia|AS"
"633",633,679,"gi|263615239|gb|GU131944.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"634",634,692,"gi|263615217|gb|GU131943.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"635",635,781,"gi|325420950|gb|JF295012.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"636",636,664,"gi|221071296|gb|FJ639731.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"637",637,666,"gi|221071294|gb|FJ639730.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"638",638,680,"gi|263615024|gb|GU131935.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"639",639,806,"gi|573974150|gb|KF955333.1|Dengue_virus_3|2005|2005|Cambodia|AS"
"640",640,692,"gi|263615130|gb|GU131940.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"641",641,789,"gi|263614396|gb|GU131911.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"642",642,681,"gi|263614376|gb|GU131910.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"643",643,783,"gi|298388276|gb|HM181934.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"644",644,800,"gi|263614343|gb|GU131908.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"645",645,802,"gi|263614356|gb|GU131909.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"646",646,785,"gi|298388274|gb|HM181933.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"647",647,647,"gi|259496294|gb|GQ868634.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"648",648,672,"gi|221071256|gb|FJ639713.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"649",649,1139,"gi|268633259|gb|GU189648.1|Dengue_virus_3|2009|2009|China|AS"
"650",650,819,"gi|263614538|gb|GU131918.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"651",651,706,"gi|263614515|gb|GU131917.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"652",652,658,"gi|221071288|gb|FJ639727.1|Dengue_virus_3|2005|2005|Cambodia|AS"
"653",653,689,"gi|263615087|gb|GU131938.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"654",654,701,"gi|263615159|gb|GU131941.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"655",655,825,"gi|263615266|gb|GU131945.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"656",656,672,"gi|263615043|gb|GU131936.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"657",657,683,"gi|221071259|gb|FJ639714.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"658",658,684,"gi|392612393|gb|JN368477.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"659",659,673,"gi|263615002|gb|GU131934.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"660",660,794,"gi|263614329|gb|GU131907.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"661",661,676,"gi|263614310|gb|GU131906.1|Dengue_virus_3|2003|2003|Cambodia|AS"
"662",662,643,"gi|221071283|gb|FJ639725.1|Dengue_virus_3|2003|2003|Cambodia|AS"
"663",663,657,"gi|221071285|gb|FJ639726.1|Dengue_virus_3|2004|2004|Cambodia|AS"
"664",664,648,"gi|221071281|gb|FJ639724.1|Dengue_virus_3|2003|2003|Cambodia|AS"
"665",665,690,"gi|263614480|gb|GU131916.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"666",666,677,"gi|263614291|gb|GU131905.1|Dengue_virus_3|2008|2008|Cambodia|AS"
"667",667,656,"gi|263615067|gb|GU131937.1|Dengue_virus_3|2007|2007|Cambodia|AS"
"668",668,662,"gi|221071292|gb|FJ639729.1|Dengue_virus_3|2006|2006|Cambodia|AS"
"669",669,643,"gi|259496284|gb|GQ868629.1|Dengue_virus_3|2005|2005|Cambodia|AS"
"670",670,646,"gi|259496282|gb|GQ868628.1|Dengue_virus_3|2005|2005|Cambodia|AS"
"671",671,651,"gi|221071290|gb|FJ639728.1|Dengue_virus_3|2005|2005|Cambodia|AS"
"672",672,667,"gi|228541956|gb|FJ898456.1|Dengue_virus_3|1995|1995|Samoa|OC"
"673",673,638,"gi|425895230|gb|JQ920476.1|Dengue_virus_3|09_Aug_1991|1991|French_Polynesia|OC"
"674",674,635,"gi|228541929|gb|FJ898455.1|Dengue_virus_3|1991|1991|Cook_Islands|OC"
"675",675,629,"gi|425895252|gb|JQ920487.1|Dengue_virus_3|14_Aug_1989|1989|Wallis_and_Futuna|OC"
"676",676,626,"gi|425895240|gb|JQ920481.1|Dengue_virus_3|06_Feb_1989|1989|New_Caledonia|OC"
"677",677,653,"gi|425895232|gb|JQ920477.1|Dengue_virus_3|20_Apr_1993|1993|French_Polynesia|OC"
"678",678,662,"gi|425895238|gb|JQ920480.1|Dengue_virus_3|04_Sep_1996|1996|French_Polynesia|OC"
"679",679,657,"gi|425895236|gb|JQ920479.1|Dengue_virus_3|15_Feb_1996|1996|French_Polynesia|OC"
"680",680,651,"gi|425895234|gb|JQ920478.1|Dengue_virus_3|19_Jul_1995|1995|French_Polynesia|OC"
"681",681,653,"gi|425895254|gb|JQ920488.1|Dengue_virus_3|05_Apr_1995|1995|Wallis_and_Futuna|OC"
"682",682,663,"gi|425895250|gb|JQ920486.1|Dengue_virus_3|18_Nov_1996|1996|New_Caledonia|OC"
"683",683,669,"gi|425895248|gb|JQ920485.1|Dengue_virus_3|21_Oct_1996|1996|New_Caledonia|OC"
"684",684,662,"gi|425895244|gb|JQ920483.1|Dengue_virus_3|17_Aug_1995|1995|New_Caledonia|OC"
"685",685,660,"gi|425895256|gb|JQ920489.1|Dengue_virus_3|09_May_1995|1995|Wallis_and_Futuna|OC"
"686",686,654,"gi|425895242|gb|JQ920482.1|Dengue_virus_3|24_Feb_1995|1995|New_Caledonia|OC"
"687",687,655,"gi|425895246|gb|JQ920484.1|Dengue_virus_3|27_Dec_1995|1995|New_Caledonia|OC"
"688",688,731,"gi|395863627|gb|JN406515.1|Dengue_virus_3|2008|2008|Australia|OC"
"689",689,1132,"gi|289187584|gb|GU370052.1|Dengue_virus_3|Jan_2009|2009|Singapore|AS"
