"","num","Differences","sequencename"
"1",1,642,"gi|8486127|ref|NC_002018.1|A/Puerto_Rico/8/1934_H1N1_|NA|NA|Puerto_Rico|NA"
"1194",1194,17,"gi|356599528|gb|JN993045.1|B/Hawaii/09/2010|27_May_2010|2010|USA|NA"
"1195",1195,17,"gi|356599520|gb|JN993042.1|B/Hawaii/09/2010|27_May_2010|2010|USA|NA"
"1196",1196,16,"gi|356599512|gb|JN993039.1|B/Hawaii/08/2010|29_Apr_2010|2010|USA|NA"
"1197",1197,15,"gi|356599488|gb|JN993030.1|B/Hawaii/07/2010|23_Apr_2010|2010|USA|NA"
"1198",1198,15,"gi|356599480|gb|JN993027.1|B/Hawaii/06/2010|23_Apr_2010|2010|USA|NA"
"1199",1199,15,"gi|356599472|gb|JN993024.1|B/Hawaii/05/2010|22_Apr_2010|2010|USA|NA"
"1200",1200,15,"gi|356599464|gb|JN993021.1|B/Hawaii/04/2010|21_Apr_2010|2010|USA|NA"
"1201",1201,15,"gi|356599456|gb|JN993018.1|B/Hawaii/03/2010|19_Apr_2010|2010|USA|NA"
"1202",1202,15,"gi|356599448|gb|JN993015.1|B/Hawaii/02/2010|25_Mar_2010|2010|USA|NA"
"1203",1203,18,"gi|505554952|gb|KC986737.1|B/Guangdong/GZ019/2010|05_Mar_2010|2010|China|AS"
"1204",1204,16,"gi|505555063|gb|KC986774.1|B/Guangdong/GZ066/2010|16_Apr_2010|2010|China|AS"
"1205",1205,16,"gi|505555006|gb|KC986755.1|B/Guangdong/GZ044/2010|31_Mar_2010|2010|China|AS"
"1206",1206,17,"gi|505555141|gb|KC986800.1|B/Guangdong/GZ108/2010|11_May_2010|2010|China|AS"
"1207",1207,19,"gi|505554931|gb|KC986730.1|B/Guangdong/GZ010/2010|10_Feb_2010|2010|China|AS"
"1208",1208,67,"gi|375305854|gb|CY109042.1|B/Guangdong/171/2010|May_2010|2010|China|AS"
"1209",1209,14,"gi|505554976|gb|KC986745.1|B/Guangdong/GZ030/2010|24_Mar_2010|2010|China|AS"
"1210",1210,17,"gi|505554994|gb|KC986751.1|B/Guangdong/GZ039/2010|31_Mar_2010|2010|China|AS"
"1211",1211,16,"gi|402485574|gb|JX465477.1|B/Gyeonggi/141/2010|08_Apr_2010|2010|South_Korea|AS"
"1212",1212,15,"gi|407767728|gb|CY110752.1|B/Wuhan/4/2009|31_May_2009|2009|China|AS"
"1213",1213,66,"gi|375306063|gb|CY109125.1|B/Guangdong/28/2010|Apr_2010|2010|China|AS"
"1214",1214,15,"gi|356599776|gb|JN993138.1|B/Mississippi/05/2010|09_Nov_2010|2010|USA|NA"
"1215",1215,15,"gi|505554724|gb|KC986661.1|B/Guangdong/GZ117/2009|12_Jun_2009|2009|China|AS"
"1216",1216,14,"gi|356599424|gb|JN993006.1|B/Tennessee/02/2010|11_Feb_2010|2010|USA|NA"
"1217",1217,14,"gi|356599408|gb|JN993000.1|B/Tennessee/01/2010|09_Feb_2010|2010|USA|NA"
"1218",1218,14,"gi|356599808|gb|JN993150.1|B/Tennessee/03/2010|16_Dec_2010|2010|USA|NA"
"1219",1219,14,"gi|476404081|gb|KC813563.1|B/Nebraska/02/2011|06_Jan_2011|2011|USA|NA"
"1220",1220,14,"gi|505555045|gb|KC986768.1|B/Guangdong/GZ060/2010|14_Apr_2010|2010|China|AS"
"1221",1221,65,"gi|375305920|gb|CY109068.1|B/Guangdong/235/2010|May_2010|2010|China|AS"
"1222",1222,15,"gi|505554622|gb|KC986627.1|B/Guangdong/GZ077/2009|13_May_2009|2009|China|AS"
"1223",1223,15,"gi|505554607|gb|KC986622.1|B/Guangdong/GZ068/2009|08_May_2009|2009|China|AS"
"1224",1224,13,"gi|505554766|gb|KC986675.1|B/Guangdong/GZ439/2009|26_Jun_2009|2009|China|AS"
"1225",1225,13,"gi|505555162|gb|KC986807.1|B/Guangdong/GZ115/2010|14_May_2010|2010|China|AS"
"1226",1226,14,"gi|505554919|gb|KC986726.1|B/Guangdong/GZ500/2009|23_Sep_2009|2009|China|AS"
"1227",1227,14,"gi|505554763|gb|KC986674.1|B/Guangdong/GZ438/2009|26_Jun_2009|2009|China|AS"
"1228",1228,15,"gi|505554778|gb|KC986679.1|B/Guangdong/GZ443/2009|03_Jul_2009|2009|China|AS"
"1229",1229,14,"gi|356599432|gb|JN993009.1|B/Hawaii/01/2010|04_Feb_2010|2010|USA|NA"
"1230",1230,13,"gi|356598766|gb|JN992758.1|B/California/01/2010|21_Jan_2010|2010|USA|NA"
"1231",1231,14,"gi|505554808|gb|KC986689.1|B/Guangdong/GZ454/2009|17_Jul_2009|2009|China|AS"
"1232",1232,14,"gi|505554805|gb|KC986688.1|B/Guangdong/GZ453/2009|15_Jul_2009|2009|China|AS"
"1233",1233,14,"gi|505554802|gb|KC986687.1|B/Guangdong/GZ452/2009|15_Jul_2009|2009|China|AS"
"1234",1234,13,"gi|505554862|gb|KC986707.1|B/Guangdong/GZ474/2009|12_Aug_2009|2009|China|AS"
"1235",1235,13,"gi|505554784|gb|KC986681.1|B/Guangdong/GZ445/2009|03_Jul_2009|2009|China|AS"
"1236",1236,13,"gi|505554733|gb|KC986664.1|B/Guangdong/GZ120/2009|17_Jun_2009|2009|China|AS"
"1237",1237,13,"gi|505554679|gb|KC986646.1|B/Guangdong/GZ099/2009|03_Jun_2009|2009|China|AS"
"1238",1238,13,"gi|505554670|gb|KC986643.1|B/Guangdong/GZ095/2009|27_May_2009|2009|China|AS"
"1239",1239,13,"gi|505555021|gb|KC986760.1|B/Guangdong/GZ050/2010|07_Apr_2010|2010|China|AS"
"1240",1240,13,"gi|505554949|gb|KC986736.1|B/Guangdong/GZ017/2010|05_Mar_2010|2010|China|AS"
"1241",1241,14,"gi|505554982|gb|KC986747.1|B/Guangdong/GZ033/2010|26_Mar_2010|2010|China|AS"
"1242",1242,13,"gi|505555147|gb|KC986802.1|B/Guangdong/GZ110/2010|12_May_2010|2010|China|AS"
"1243",1243,13,"gi|505554853|gb|KC986704.1|B/Guangdong/GZ471/2009|07_Aug_2009|2009|China|AS"
"1244",1244,12,"gi|505554886|gb|KC986715.1|B/Guangdong/GZ487/2009|21_Aug_2009|2009|China|AS"
"1245",1245,12,"gi|505554865|gb|KC986708.1|B/Guangdong/GZ476/2009|14_Aug_2009|2009|China|AS"
"1246",1246,12,"gi|505554856|gb|KC986705.1|B/Guangdong/GZ472/2009|12_Aug_2009|2009|China|AS"
"1247",1247,12,"gi|505554841|gb|KC986700.1|B/Guangdong/GZ467/2009|31_Jul_2009|2009|China|AS"
"1248",1248,11,"gi|505554757|gb|KC986672.1|B/Guangdong/GZ141/2009|30_Apr_2009|2009|China|AS"
"1249",1249,11,"gi|505554691|gb|KC986650.1|B/Guangdong/GZ103/2009|03_Jun_2009|2009|China|AS"
"1250",1250,11,"gi|505554601|gb|KC986620.1|B/Guangdong/GZ066/2009|08_May_2009|2009|China|AS"
"1251",1251,10,"gi|505554727|gb|KC986662.1|B/Guangdong/GZ118/2009|12_Jun_2009|2009|China|AS"
"1252",1252,10,"gi|505554667|gb|KC986642.1|B/Guangdong/GZ094/2009|27_May_2009|2009|China|AS"
"1253",1253,12,"gi|505555159|gb|KC986806.1|B/Guangdong/GZ114/2010|12_May_2010|2010|China|AS"
"1254",1254,12,"gi|505555105|gb|KC986788.1|B/Guangdong/GZ085/2010|23_Apr_2010|2010|China|AS"
"1255",1255,12,"gi|505555081|gb|KC986780.1|B/Guangdong/GZ073/2010|21_Apr_2010|2010|China|AS"
"1256",1256,10,"gi|356599544|gb|JN993051.1|B/Delaware/01/2010|10_Apr_2010|2010|USA|NA"
"1257",1257,11,"gi|505555000|gb|KC986753.1|B/Guangdong/GZ042/2010|31_Mar_2010|2010|China|AS"
"1258",1258,62,"gi|375305892|gb|CY109057.1|B/Guangdong/185/2010|Apr_2010|2010|China|AS"
"1259",1259,17,"gi|255529647|gb|GQ451504.1|B/Minnesota/06/2009|04_May_2009|2009|USA|NA"
"1260",1260,16,"gi|251825334|gb|GQ340583.1|B/Maryland/01/2009|09_Jan_2009|2009|USA|NA"
"1261",1261,16,"gi|251825313|gb|GQ340572.1|B/Tennessee/01/2009|19_Jan_2009|2009|USA|NA"
"1262",1262,16,"gi|255529671|gb|GQ451521.1|B/Wisconsin/02/2009|19_Feb_2009|2009|USA|NA"
"1263",1263,15,"gi|251825340|gb|GQ340587.1|B/Wisconsin/01/2009|02_Feb_2009|2009|USA|NA"
"1264",1264,14,"gi|251825439|gb|GQ340654.1|B/Tennessee/02/2009|16_Jan_2009|2009|USA|NA"
"1265",1265,14,"gi|251825424|gb|GQ340646.1|B/New_Jersey/01/2009|16_Jan_2009|2009|USA|NA"
"1266",1266,14,"gi|251825364|gb|GQ340605.1|B/Idaho/01/2009|09_Feb_2009|2009|USA|NA"
"1267",1267,14,"gi|251825358|gb|GQ340630.1|B/Montana/01/2009|15_Jan_2009|2009|USA|NA"
"1268",1268,14,"gi|255529662|gb|GQ451515.1|B/Minnesota/03/2009|05_Mar_2009|2009|USA|NA"
"1269",1269,14,"gi|255529713|gb|GQ451552.1|B/Tennessee/04/2009|23_Apr_2009|2009|USA|NA"
"1270",1270,14,"gi|255529614|gb|GQ451481.1|B/Maryland/06/2009|29_Jan_2009|2009|USA|NA"
"1271",1271,12,"gi|222433699|gb|FJ686908.1|B/Florida/19/2008|17_Nov_2008|2008|USA|NA"
"1272",1272,14,"gi|222433669|gb|FJ686896.1|B/Wisconsin/27/2008|21_Dec_2008|2008|USA|NA"
"1273",1273,13,"gi|354551710|gb|JN899494.1|B/Ohio/02/2009|19_Jan_2009|2009|USA|NA"
"1274",1274,13,"gi|251825373|gb|GQ340611.1|B/Virginia/01/2008|26_Dec_2008|2008|USA|NA"
"1275",1275,13,"gi|255529731|gb|GQ451564.1|B/West_Virginia/01/2009|23_Mar_2009|2009|USA|NA"
"1276",1276,13,"gi|255529605|gb|GQ451475.1|B/Ohio/02/2009|19_Jan_2009|2009|USA|NA"
"1277",1277,13,"gi|255529581|gb|GQ451459.1|B/Idaho/02/2009|02_Mar_2009|2009|USA|NA"
"1278",1278,13,"gi|222433661|gb|FJ686893.1|B/Florida/14/2008|18_Nov_2008|2008|USA|NA"
"1279",1279,13,"gi|222433624|gb|FJ686878.1|B/Florida/16/2008|10_Dec_2008|2008|USA|NA"
"1280",1280,21,"gi|476404298|gb|KC813648.1|B/North_Carolina/22/2011|13_Jan_2011|2011|USA|NA"
"1281",1281,19,"gi|476404201|gb|KC813609.1|B/North_Carolina/04/2011|26_Jan_2011|2011|USA|NA"
"1282",1282,20,"gi|488464712|gb|KC891630.1|B/Michigan/01/2012|13_Jan_2012|2012|USA|NA"
"1283",1283,18,"gi|356599728|gb|JN993120.1|B/New_Mexico/01/2010|20_Dec_2010|2010|USA|NA"
"1284",1284,18,"gi|476405309|gb|KC814034.1|B/New_Mexico/04/2011|21_Mar_2011|2011|USA|NA"
"1285",1285,18,"gi|476404180|gb|KC813601.1|B/North_Carolina/01/2011|01_Feb_2011|2011|USA|NA"
"1286",1286,19,"gi|387230737|gb|JQ943663.1|B/Ontario/0010241/2012|28_Jan_2012|2012|Canada|NA"
"1287",1287,21,"gi|488465938|gb|KC892090.1|B/Hawaii/01/2011|09_Sep_2011|2011|USA|NA"
"1288",1288,19,"gi|488465098|gb|KC891773.1|B/Wisconsin/06/2011|16_Dec_2011|2011|USA|NA"
"1289",1289,19,"gi|488464848|gb|KC891681.1|B/Florida/14/2011|22_Oct_2011|2011|USA|NA"
"1290",1290,21,"gi|488464946|gb|KC891717.1|B/Maine/01/2012|19_Feb_2012|2012|USA|NA"
"1291",1291,19,"gi|476404991|gb|KC813913.1|B/Indiana/07/2011|10_Mar_2011|2011|USA|NA"
"1292",1292,17,"gi|476404943|gb|KC813895.1|B/Indiana/05/2011|01_Mar_2011|2011|USA|NA"
"1293",1293,19,"gi|476404932|gb|KC813891.1|B/Ohio/02/2011|31_Jan_2011|2011|USA|NA"
"1294",1294,19,"gi|476404137|gb|KC813584.1|B/Nevada/05/2011|07_Feb_2011|2011|USA|NA"
"1295",1295,19,"gi|476404092|gb|KC813567.1|B/Maine/02/2011|21_Jan_2011|2011|USA|NA"
"1296",1296,19,"gi|356599227|gb|JN992931.1|B/Louisiana/08/2010|22_Dec_2010|2010|USA|NA"
"1297",1297,18,"gi|356599163|gb|JN992907.1|B/California/08/2010|01_Dec_2010|2010|USA|NA"
"1298",1298,19,"gi|476404171|gb|KC813598.1|B/North_Carolina/03/2011|05_Jan_2011|2011|USA|NA"
"1299",1299,19,"gi|356599298|gb|JN992958.1|B/North_Carolina/13/2010|21_Dec_2010|2010|USA|NA"
"1300",1300,18,"gi|476405260|gb|KC814016.1|B/New_Mexico/03/2011|16_Feb_2011|2011|USA|NA"
"1301",1301,19,"gi|549413711|gb|CY154556.1|B/Townsville/26/2011|23_Sep_2011|2011|Australia|OC"
"1302",1302,19,"gi|549413408|gb|CY154428.1|B/Victoria/38/2011|25_Aug_2011|2011|Australia|OC"
"1303",1303,19,"gi|549413389|gb|CY154420.1|B/Brisbane/94/2011|22_Aug_2011|2011|Australia|OC"
"1304",1304,19,"gi|549412479|gb|CY154036.1|B/Sydney/503/2011|07_Jun_2011|2011|Australia|OC"
"1305",1305,18,"gi|476405608|gb|KC814152.1|B/North_Carolina/26/2011|15_Jan_2011|2011|USA|NA"
"1306",1306,18,"gi|476405530|gb|KC814120.1|B/Arizona/03/2011|20_Aug_2011|2011|USA|NA"
"1307",1307,18,"gi|476405523|gb|KC814117.1|B/Arizona/02/2011|22_Aug_2011|2011|USA|NA"
"1308",1308,18,"gi|476404521|gb|KC813736.1|B/Maine/04/2011|10_Mar_2011|2011|USA|NA"
"1309",1309,18,"gi|476404513|gb|KC813733.1|B/Maine/05/2011|08_Mar_2011|2011|USA|NA"
"1310",1310,18,"gi|476405512|gb|KC814113.1|B/Texas/09/2011|04_Jun_2011|2011|USA|NA"
"1311",1311,19,"gi|476405490|gb|KC814105.1|B/Indiana/09/2011|14_Aug_2011|2011|USA|NA"
"1312",1312,18,"gi|476405482|gb|KC814102.1|B/New_Mexico/02/2011|16_Jan_2011|2011|USA|NA"
"1313",1313,18,"gi|476404679|gb|KC813795.1|B/New_Mexico/01/2011|16_Jan_2011|2011|USA|NA"
"1314",1314,20,"gi|476405419|gb|KC814077.1|B/Maryland/04/2011|13_Apr_2011|2011|USA|NA"
"1315",1315,18,"gi|476405301|gb|KC814031.1|B/Nevada/13/2011|18_Apr_2011|2011|USA|NA"
"1316",1316,18,"gi|476405207|gb|KC813996.1|B/Louisiana/09/2011|09_Feb_2011|2011|USA|NA"
"1317",1317,18,"gi|476404833|gb|KC813853.1|B/District_Of_Columbia/01/2011|25_Feb_2011|2011|USA|NA"
"1318",1318,18,"gi|476404737|gb|KC813817.1|B/California/09/2011|10_Feb_2011|2011|USA|NA"
"1319",1319,17,"gi|476404719|gb|KC813810.1|B/Texas/04/2011|02_Feb_2011|2011|USA|NA"
"1320",1320,17,"gi|476404665|gb|KC813790.1|B/Washington/01/2011|12_Jan_2011|2011|USA|NA"
"1321",1321,17,"gi|476404591|gb|KC813762.1|B/South_Dakota/01/2011|10_Jan_2011|2011|USA|NA"
"1322",1322,18,"gi|476404535|gb|KC813741.1|B/Texas/03/2010|07_Sep_2010|2010|USA|NA"
"1323",1323,19,"gi|476404481|gb|KC813720.1|B/Massachusetts/02/2011|06_Mar_2011|2011|USA|NA"
"1324",1324,18,"gi|476404464|gb|KC813713.1|B/Texas/07/2011|04_Mar_2011|2011|USA|NA"
"1325",1325,17,"gi|476404379|gb|KC813679.1|B/Nevada/08/2011|28_Feb_2011|2011|USA|NA"
"1326",1326,19,"gi|476404252|gb|KC813629.1|B/North_Carolina/18/2011|07_Feb_2011|2011|USA|NA"
"1327",1327,18,"gi|476404220|gb|KC813617.1|B/Wyoming/01/2011|18_Jan_2011|2011|USA|NA"
"1328",1328,18,"gi|476404113|gb|KC813575.1|B/Arkansas/02/2011|20_Jan_2011|2011|USA|NA"
"1329",1329,18,"gi|387230722|gb|JQ943658.1|B/Ontario/0006871/2011|03_Apr_2011|2011|Canada|NA"
"1330",1330,17,"gi|356599155|gb|JN992904.1|B/Arizona/05/2010|20_Dec_2010|2010|USA|NA"
"1331",1331,17,"gi|356599147|gb|JN992901.1|B/Arizona/04/2010|30_Nov_2010|2010|USA|NA"
"1332",1332,18,"gi|488466063|gb|KC892137.1|B/North_Carolina/10/2010|17_Dec_2010|2010|USA|NA"
"1333",1333,18,"gi|356599288|gb|JN992954.1|B/North_Carolina/10/2010|17_Dec_2010|2010|USA|NA"
"1334",1334,18,"gi|476405616|gb|KC814155.1|B/North_Carolina/27/2011|12_Jan_2011|2011|USA|NA"
"1335",1335,18,"gi|356599360|gb|JN992982.1|B/North_Carolina/11/2010|29_Nov_2010|2010|USA|NA"
"1336",1336,18,"gi|356599251|gb|JN992940.1|B/North_Carolina/07/2010|06_Dec_2010|2010|USA|NA"
"1337",1337,17,"gi|488466030|gb|KC892124.1|B/New_York/03/2011|15_Feb_2011|2011|USA|NA"
"1338",1338,17,"gi|476405565|gb|KC814134.1|B/North_Carolina/08/2011|10_Feb_2011|2011|USA|NA"
"1339",1339,17,"gi|476404190|gb|KC813605.1|B/North_Carolina/02/2011|01_Feb_2011|2011|USA|NA"
"1340",1340,17,"gi|356599355|gb|JN992980.1|B/North_Carolina/08/2010|07_Dec_2010|2010|USA|NA"
"1341",1341,17,"gi|356599350|gb|JN992978.1|B/North_Carolina/06/2010|06_Dec_2010|2010|USA|NA"
"1342",1342,17,"gi|356599335|gb|JN992972.1|B/North_Carolina/02/2010|10_Nov_2010|2010|USA|NA"
"1343",1343,17,"gi|356599293|gb|JN992956.1|B/North_Carolina/12/2010|20_Dec_2010|2010|USA|NA"
"1344",1344,18,"gi|476405348|gb|KC814049.1|B/Vermont/04/2011|03_Mar_2011|2011|USA|NA"
"1345",1345,18,"gi|476405237|gb|KC814007.1|B/Nevada/09/2011|01_Mar_2011|2011|USA|NA"
"1346",1346,18,"gi|476404793|gb|KC813838.1|B/Vermont/02/2011|31_Jan_2011|2011|USA|NA"
"1347",1347,18,"gi|356599648|gb|JN993090.1|B/Wisconsin/05/2010|24_Nov_2010|2010|USA|NA"
"1348",1348,18,"gi|356599123|gb|JN992892.1|B/Alabama/09/2010|28_Dec_2010|2010|USA|NA"
"1349",1349,18,"gi|356599115|gb|JN992889.1|B/Alabama/08/2010|05_Nov_2010|2010|USA|NA"
"1350",1350,18,"gi|476404607|gb|KC813768.1|B/Vermont/01/2011|17_Jan_2011|2011|USA|NA"
"1351",1351,18,"gi|476404057|gb|KC813554.1|B/North_Carolina/20/2011|06_Jan_2011|2011|USA|NA"
"1352",1352,17,"gi|356598891|gb|JN992805.1|B/Georgia/02/2010|2010|2010|USA|NA"
"1353",1353,18,"gi|476405052|gb|KC813936.1|B/Tennessee/02/2011|29_Mar_2011|2011|USA|NA"
"1354",1354,17,"gi|387230734|gb|JQ943662.1|B/Ontario/0305509/2011|10_Apr_2011|2011|Canada|NA"
"1355",1355,18,"gi|476404363|gb|KC813673.1|B/North_Carolina/05/2011|07_Feb_2011|2011|USA|NA"
"1356",1356,17,"gi|476405575|gb|KC814138.1|B/North_Carolina/16/2011|07_Feb_2011|2011|USA|NA"
"1357",1357,18,"gi|476404271|gb|KC813637.1|B/Mississippi/02/2011|18_Feb_2011|2011|USA|NA"
"1358",1358,17,"gi|476405242|gb|KC814009.1|B/Louisiana/11/2011|13_Mar_2011|2011|USA|NA"
"1359",1359,16,"gi|476405400|gb|KC814070.1|B/Nebraska/06/2011|02_Apr_2011|2011|USA|NA"
"1360",1360,16,"gi|476404767|gb|KC813828.1|B/Kansas/01/2011|09_Jan_2011|2011|USA|NA"
"1361",1361,16,"gi|476404756|gb|KC813824.1|B/Iowa/01/2011|03_Jan_2011|2011|USA|NA"
"1362",1362,16,"gi|476404668|gb|KC813791.1|B/California/08/2011|15_Jan_2011|2011|USA|NA"
"1363",1363,16,"gi|476404529|gb|KC813739.1|B/Alabama/01/2010|14_Sep_2010|2010|USA|NA"
"1364",1364,16,"gi|432337918|gb|KC286501.1|B/Massachusetts/03/2010|02_Sep_2010|2010|USA|NA"
"1365",1365,16,"gi|356599083|gb|JN992877.1|B/California/05/2010|17_Nov_2010|2010|USA|NA"
"1366",1366,15,"gi|476404540|gb|KC813743.1|B/Wisconsin/04/2010|22_Sep_2010|2010|USA|NA"
"1367",1367,15,"gi|476404226|gb|KC813619.1|B/Colorado/02/2011|01_Feb_2011|2011|USA|NA"
"1368",1368,15,"gi|356599632|gb|JN993084.1|B/Texas/05/2010|13_Oct_2010|2010|USA|NA"
"1369",1369,15,"gi|356599322|gb|JN992967.1|B/California/13/2010|21_Dec_2010|2010|USA|NA"
"1370",1370,15,"gi|356599267|gb|JN992946.1|B/Louisiana/01/2010|06_Nov_2010|2010|USA|NA"
"1371",1371,15,"gi|356599051|gb|JN992865.1|B/Georgia/28/2010|24_Nov_2010|2010|USA|NA"
"1372",1372,17,"gi|356599259|gb|JN992943.1|B/South_Dakota/01/2010|06_Dec_2010|2010|USA|NA"
"1373",1373,17,"gi|476404630|gb|KC813777.1|B/Louisiana/05/2011|06_Jan_2011|2011|USA|NA"
"1374",1374,16,"gi|356599760|gb|JN993132.1|B/Washington/03/2010|20_Dec_2010|2010|USA|NA"
"1375",1375,18,"gi|476405448|gb|KC814088.1|B/Minnesota/03/2011|20_May_2011|2011|USA|NA"
"1376",1376,18,"gi|476405036|gb|KC813930.1|B/Alabama/01/2011|28_Feb_2011|2011|USA|NA"
"1377",1377,17,"gi|476404924|gb|KC813888.1|B/Indiana/04/2011|16_Feb_2011|2011|USA|NA"
"1378",1378,16,"gi|476404975|gb|KC813907.1|B/Michigan/04/2011|14_Feb_2011|2011|USA|NA"
"1379",1379,16,"gi|356599283|gb|JN992952.1|B/North_Carolina/09/2010|27_Dec_2010|2010|USA|NA"
"1380",1380,15,"gi|356599043|gb|JN992862.1|B/Georgia/07/2010|2010|2010|USA|NA"
"1381",1381,15,"gi|356599027|gb|JN992856.1|B/Georgia/07/2010|2010|2010|USA|NA"
"1382",1382,15,"gi|356599019|gb|JN992853.1|B/Georgia/07/2010|2010|2010|USA|NA"
"1383",1383,18,"gi|476405068|gb|KC813942.1|B/Ohio/03/2011|10_Feb_2011|2011|USA|NA"
"1384",1384,18,"gi|357528723|gb|JQ034242.1|B/Ohio/01/2011|01_Jan_2011|2011|USA|NA"
"1385",1385,17,"gi|356599330|gb|JN992970.1|B/Virginia/01/2010|08_Dec_2010|2010|USA|NA"
"1386",1386,18,"gi|476405589|gb|KC814144.1|B/North_Carolina/14/2011|29_Jan_2011|2011|USA|NA"
"1387",1387,17,"gi|476405469|gb|KC814097.1|B/Washington/04/2011|04_Mar_2011|2011|USA|NA"
"1388",1388,17,"gi|476405229|gb|KC814004.1|B/Washington/03/2011|07_Mar_2011|2011|USA|NA"
"1389",1389,17,"gi|476404745|gb|KC813820.1|B/Washington/02/2011|08_Feb_2011|2011|USA|NA"
"1390",1390,17,"gi|476403952|gb|KC813514.1|B/Washington/05/2011|01_Apr_2011|2011|USA|NA"
"1391",1391,18,"gi|476405324|gb|KC814040.1|B/Nevada/14/2011|23_May_2011|2011|USA|NA"
"1392",1392,17,"gi|476405108|gb|KC813957.1|B/Michigan/06/2011|07_Apr_2011|2011|USA|NA"
"1393",1393,17,"gi|476404422|gb|KC813696.1|B/Nevada/11/2011|14_Mar_2011|2011|USA|NA"
"1394",1394,17,"gi|476405432|gb|KC814082.1|B/New_York/01/2011|04_Apr_2011|2011|USA|NA"
"1395",1395,18,"gi|632810814|gb|CY181491.1|B/New_York/1318/2011|04_Apr_2011|2011|USA|NA"
"1396",1396,18,"gi|476404236|gb|KC813623.1|B/Wyoming/02/2011|15_Feb_2011|2011|USA|NA"
"1397",1397,17,"gi|476405191|gb|KC813990.1|B/Missouri/03/2011|01_Mar_2011|2011|USA|NA"
"1398",1398,17,"gi|476404695|gb|KC813801.1|B/Louisiana/07/2011|27_Jan_2011|2011|USA|NA"
"1399",1399,17,"gi|476404153|gb|KC813590.1|B/Maryland/02/2011|09_Feb_2011|2011|USA|NA"
"1400",1400,17,"gi|476404043|gb|KC813548.1|B/Kentucky/01/2011|07_Jan_2011|2011|USA|NA"
"1401",1401,17,"gi|356598915|gb|JN992814.1|B/Georgia/05/2010|14_Oct_2010|2010|USA|NA"
"1402",1402,17,"gi|550525860|gb|CY156988.1|B/Tennessee/F2028/2011|03_Feb_2011|2011|USA|NA"
"1403",1403,17,"gi|549412365|gb|CY153988.1|B/Victoria/503/2011|15_May_2011|2011|Australia|OC"
"1404",1404,17,"gi|549412327|gb|CY153972.1|B/Sydney/9/2011|02_May_2011|2011|Australia|OC"
"1405",1405,17,"gi|549277645|gb|CY150309.1|B/Sydney/22/2011|20_Jun_2011|2011|Australia|OC"
"1406",1406,17,"gi|488465637|gb|KC891977.1|B/Minnesota/04/2011|23_Sep_2011|2011|USA|NA"
"1407",1407,17,"gi|488464625|gb|KC891597.1|B/Michigan/09/2011|29_Sep_2011|2011|USA|NA"
"1408",1408,17,"gi|476405601|gb|KC814149.1|B/North_Carolina/12/2011|18_Jan_2011|2011|USA|NA"
"1409",1409,17,"gi|476405586|gb|KC814143.1|B/North_Carolina/15/2011|31_Jan_2011|2011|USA|NA"
"1410",1410,17,"gi|476405394|gb|KC814068.1|B/Virginia/06/2011|19_Feb_2011|2011|USA|NA"
"1411",1411,17,"gi|476405363|gb|KC814055.1|B/Virginia/04/2011|31_Jan_2011|2011|USA|NA"
"1412",1412,17,"gi|476405266|gb|KC814018.1|B/Texas/08/2011|29_Mar_2011|2011|USA|NA"
"1413",1413,17,"gi|476405141|gb|KC813970.1|B/Utah/01/2011|14_Feb_2011|2011|USA|NA"
"1414",1414,17,"gi|476404492|gb|KC813724.1|B/Arkansas/03/2011|28_Feb_2011|2011|USA|NA"
"1415",1415,17,"gi|476405073|gb|KC813944.1|B/Michigan/05/2011|25_Mar_2011|2011|USA|NA"
"1416",1416,17,"gi|476404954|gb|KC813899.1|B/Montana/03/2011|02_Mar_2011|2011|USA|NA"
"1417",1417,17,"gi|476404884|gb|KC813873.1|B/Tennessee/01/2011|24_Jan_2011|2011|USA|NA"
"1418",1418,17,"gi|476404804|gb|KC813842.1|B/Maryland/01/2011|11_Jan_2011|2011|USA|NA"
"1419",1419,17,"gi|476404644|gb|KC813782.1|B/Louisiana/03/2011|13_Jan_2011|2011|USA|NA"
"1420",1420,17,"gi|476404476|gb|KC813718.1|B/New_Jersey/02/2011|03_Mar_2011|2011|USA|NA"
"1421",1421,17,"gi|476404451|gb|KC813708.1|B/Idaho/05/2011|29_Mar_2011|2011|USA|NA"
"1422",1422,17,"gi|476404333|gb|KC813662.1|B/Colorado/03/2011|17_Mar_2011|2011|USA|NA"
"1423",1423,17,"gi|476404035|gb|KC813545.1|B/Mississippi/01/2011|06_Jan_2011|2011|USA|NA"
"1424",1424,17,"gi|476403995|gb|KC813530.1|B/California/02/2011|04_Jan_2011|2011|USA|NA"
"1425",1425,17,"gi|476403985|gb|KC813526.1|B/California/02/2011|04_Jan_2011|2011|USA|NA"
"1426",1426,17,"gi|476403977|gb|KC813523.1|B/California/02/2011|04_Jan_2011|2011|USA|NA"
"1427",1427,17,"gi|356599696|gb|JN993108.1|B/Connecticut/02/2010|18_Dec_2010|2010|USA|NA"
"1428",1428,17,"gi|356599211|gb|JN992925.1|B/Louisiana/02/2010|16_Dec_2010|2010|USA|NA"
"1429",1429,17,"gi|356599203|gb|JN992922.1|B/Iowa/05/2010|08_Dec_2010|2010|USA|NA"
