Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
693,1,0.83,0.00,0.10,0.00,0.90,0.00,0.67,0.00,14.60
694,1,0.78,0.00,0.18,0.00,0.82,0.00,0.67,0.00,13.71
695,1,0.39,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.82
696,1,0.28,0.00,0.05,0.00,0.95,0.00,0.67,0.00,4.94
697,1,1.29,0.00,0.02,0.00,0.98,0.00,0.67,0.00,22.67
698,1,2.62,0.34,0.21,0.00,0.79,0.00,0.67,0.00,49.44
699,1,1.36,0.58,0.12,0.01,0.88,0.00,0.67,0.00,27.52
700,1,1.21,0.16,0.59,0.00,0.41,0.00,0.67,0.00,25.59
701,1,2.14,0.00,0.02,0.00,0.98,0.00,0.67,0.00,37.78
702,1,0.94,0.94,0.41,0.00,0.59,0.00,0.67,0.00,33.94
703,1,0.73,0.73,0.03,0.00,0.97,0.00,0.67,0.00,13.94
704,1,0.39,0.39,0.21,0.00,0.79,0.00,0.67,0.00,10.63
705,1,0.78,0.78,0.18,0.00,0.82,0.00,0.67,0.00,20.04
706,1,1.31,0.00,0.01,0.00,0.99,0.00,0.67,0.00,23.12
707,1,1.73,0.02,0.06,0.02,0.94,0.00,0.67,0.00,31.32
708,1,3.23,0.52,0.09,0.00,0.91,0.00,0.67,0.00,59.03
709,1,1.24,1.24,0.18,0.00,0.82,0.00,0.67,0.00,32.03
710,1,2.45,0.15,0.33,0.13,0.67,0.00,0.67,0.00,49.15
711,1,0.98,0.64,0.32,0.00,0.68,0.00,0.67,0.00,26.80
712,1,1.16,1.16,0.17,0.07,0.83,0.00,0.67,0.00,32.04
713,1,1.76,0.47,0.74,0.00,0.26,0.00,0.67,0.00,46.58
714,1,1.97,0.10,0.42,0.09,0.58,0.00,0.67,0.00,38.95
715,1,0.98,0.46,0.04,0.00,0.96,0.00,0.67,0.00,18.00
716,1,0.97,0.97,0.20,0.00,0.80,0.00,0.67,0.00,26.05
717,1,1.00,1.00,0.42,0.00,0.58,0.00,0.67,0.00,36.81
718,1,2.33,0.80,0.18,0.02,0.82,0.00,0.67,0.00,48.10
719,1,0.89,0.24,0.20,0.00,0.80,0.00,0.67,0.00,17.82
720,1,3.62,3.62,0.10,0.04,0.90,0.00,0.67,0.00,82.51
721,1,2.09,0.02,0.24,0.02,0.76,0.00,0.67,0.00,37.89
722,1,1.22,0.01,0.13,0.01,0.87,0.00,0.67,0.00,22.02
723,1,0.57,0.00,0.27,0.00,0.73,0.00,0.67,0.00,10.01
